pilot_id,relative_path,category,label,selection_score
DVP_014_0042fe15d832,Data/InfographicCharts/0_real/00013316.jpeg,InfographicCharts,0,0042fe15d832eb00925469d2200865eff5d2dfa6a89713efa4d4532cc75a14cc
DVP_015_0046cf9c9f1a,Data/AcademicPosters/1_fake/academic_poster_0602.png,AcademicPosters,1,0046cf9c9f1a249365dd855334dbef573aaa58a668a9a6bb493518854d9afa97
DVP_016_004b61a8ee7f,Data/Tables/1_fake/table_0726.png,Tables,1,004b61a8ee7f4ed18324f691f743821399744e4fbe94433c44e6f5071259a463
DVP_017_0051c3354791,Data/InfographicCharts/1_fake/infographic_chart_0399.png,InfographicCharts,1,0051c3354791eb8418b2864c836947e7bc515762f71e8f48048cdc743eec2ea9
DVP_018_00553172e64a,Data/Receipts/1_fake/receipt_0214.png,Receipts,1,00553172e64a8b6c04372917bd7915850af7a9b8fa37dd697436fc77765f37b1
DVP_019_0062f18128e1,Data/InfographicCharts/0_real/00000395.jpeg,InfographicCharts,0,0062f18128e17c088835337147c13cfc3099f8e77ef61a0592fc787ddccf6888
DVP_020_0067c7996c04,Data/CommercialPosters/0_real/5ecd32ca499b85dcc7980750_preview.jpg,CommercialPosters,0,0067c7996c048d14662766d4ab2ceac22b0481ab9a367a20d55f8b9ff67e7842
DVP_021_006c5fceb252,Data/InfographicCharts/0_real/00015440.jpeg,InfographicCharts,0,006c5fceb2523860c43bb686a17c049d2f5736cc744397726cd608be03241ded
DVP_022_0071d7b81993,Data/CommercialPosters/1_fake/commercial_poster_0990.png,CommercialPosters,1,0071d7b81993b3ef76902a02a75b46525913b067844ae78ba976eb2dbb6f27f9
DVP_023_0074132a6a8f,Data/Tables/1_fake/table_0293.png,Tables,1,0074132a6a8ffe036a39e75b5fcaf74abc4a33c41f56d80c14508b9f97391c24
DVP_024_007917063fc5,Data/AcademicPosters/1_fake/academic_poster_0216.png,AcademicPosters,1,007917063fc5650abe077560bef5da7025e2aae8db852ed38f971ea85cad8aed
DVP_025_007a18897b6b,Data/Tables/0_real/PMC5664791_table_1.jpg,Tables,0,007a18897b6b2f97d0ace84243885eb3c63cd3970058ec4d3335cf4bcb523cf3
DVP_026_007a5bc356f2,Data/InfographicCharts/0_real/00057800.jpg,InfographicCharts,0,007a5bc356f24f7e615636339598f4aa2f2f9cb1cc3f9befd61ab2ff0da1432a
DVP_027_007f8f10cccb,Data/AcademicPosters/1_fake/academic_poster_0807.png,AcademicPosters,1,007f8f10cccb8a4e5f12a4dd1d989381f1a9f4b1f9e761278cfe13838d2a4326
DVP_028_008b321370d4,Data/UIScreenshots/0_real/53059.jpg,UIScreenshots,0,008b321370d49e181330eb21436c4e061721b4ebc870e41c8001b1fea15c1651
DVP_029_0090071373da,Data/UIScreenshots/1_fake/ui_0153.png,UIScreenshots,1,0090071373da215da5d3ff032059e25d0af20420cb13b0aabc72df91618f92fa
DVP_030_00993b6ea489,Data/Receipts/1_fake/receipt_1061.png,Receipts,1,00993b6ea48979182d38cf94e958356123ef8964dfc2129f9d7880fee1f41f48
DVP_031_00a25e8951c0,Data/AcademicPosters/0_real/NeurIPS_2022_54176_Streaming Radiance Fields for 3D Video Synthesis.png,AcademicPosters,0,00a25e8951c0cceb890a4c1120e7102f2cf3d867f1e826a928ade62ba827f8e1
DVP_032_00b1b3aebe3c,Data/InfographicCharts/1_fake/infographic_chart_0359.png,InfographicCharts,1,00b1b3aebe3cc1ca6045399e6ca83dcb28578b25f205bdefc24ad67ad028847d
DVP_033_00b8639a4298,Data/UIScreenshots/1_fake/ui_0310.png,UIScreenshots,1,00b8639a4298ea3675b0f3509f9a2311204e91c9013df051da7aa34ad2669762
DVP_034_00b8efaf230b,Data/Receipts/0_real/X51007339118.jpg,Receipts,0,00b8efaf230bb72664c336190c27a2c33fa56b8e18b4b06ae68f4c7317d21aea
DVP_035_00bcfd0e9c96,Data/CommercialPosters/1_fake/commercial_poster_0049.png,CommercialPosters,1,00bcfd0e9c96329ae3c3f35c47b6998f40a4ab28d7dbef8b3c61dfdb970d021f
DVP_036_00bf168fd92d,Data/CommercialPosters/1_fake/commercial_poster_0257.png,CommercialPosters,1,00bf168fd92d5804351f9c248efa7ad0355659540f9dd26ea6acb06cb91b6a6f
DVP_037_00c137df1a71,Data/InfographicCharts/1_fake/infographic_chart_0165.png,InfographicCharts,1,00c137df1a71229a5556e8a4f2072ee6784759a5482f34bd1c77ca6df1e4323e
DVP_038_00c49d3e5261,Data/AcademicPosters/0_real/ICLR_2022_6636_Map Induction_ Compositional spatial submap learning for eff.png,AcademicPosters,0,00c49d3e52610d5ae9e7f0e2092f45fa06e4573dedad13aa0a032ba7c443654c
DVP_039_00c60ed30745,Data/Receipts/0_real/X51005715006.jpg,Receipts,0,00c60ed307450522a478fadeaa1cdbd65314f98b603edec09f4bd4f7813f556f
DVP_040_00c7f8f86a6c,Data/Receipts/0_real/X51006311764.jpg,Receipts,0,00c7f8f86a6cb4f7d9ace59b1133e47ae3bfd2fcb3b3bf23132a613c03a66ddb
DVP_041_00cc2dbc33ae,Data/AcademicPosters/0_real/ICLR_2023_11930_Exploring The Role of Mean Teachers in Self-supervised Maske.png,AcademicPosters,0,00cc2dbc33ae4bcaca0add879fb86a4b18f7e1be5c3ca46d35d2f5de467d02ca
DVP_042_00d29d8e111a,Data/AcademicPosters/1_fake/academic_poster_0336.png,AcademicPosters,1,00d29d8e111ad8bfbce1a908f7890a07f41bb2c94da0f87b33e641b666fcf88c
DVP_043_00d9532b88f5,Data/UIScreenshots/1_fake/ui_0547.png,UIScreenshots,1,00d9532b88f5e9f68227da9a2d590505ec7a1d957eed2ce8c784c1f3c7fd6776
DVP_044_00fc768ab465,Data/Tables/0_real/PMC5732374_table_1.jpg,Tables,0,00fc768ab465a105e841ef6dc72644edb2a47510beb2281bb8342b6da0e65dd5
DVP_045_0102932205a0,Data/Tables/1_fake/table_0463.png,Tables,1,0102932205a005c0a445451ad2f4ca405fa0a6f85fc58388666b379f411f34b2
DVP_046_0107906549df,Data/InfographicCharts/1_fake/infographic_chart_0608.png,InfographicCharts,1,0107906549dfca3091a990dfd122b221370d2925c5e8e31808ff37e273661c4a
DVP_047_010c0e55105c,Data/Tables/0_real/PMC5714864_table_1.jpg,Tables,0,010c0e55105ce49fd27f2e7aedcb371319772c263d192c8ccc6e3ed8f5fd3bf3
DVP_048_010e09ec457f,Data/UIScreenshots/1_fake/ui_0536.png,UIScreenshots,1,010e09ec457ff046074df335d4c824394bc59dd98ff5da299a0d306e6cf5a209
DVP_049_0118f3cf4061,Data/CommercialPosters/0_real/5a6f2b1d8c32ec6f8bc5567e_preview.jpg,CommercialPosters,0,0118f3cf40611bac1068a04180392962c8d1807e4b3ce13daa98acc7c678f67e
DVP_050_0134146f813d,Data/Receipts/1_fake/receipt_0944.png,Receipts,1,0134146f813d2fba19cc99f3bfd246c5ec0a5f1ef20cd9b934763a5ff797bb84
DVP_051_013feef01c56,Data/CommercialPosters/1_fake/commercial_poster_0729.png,CommercialPosters,1,013feef01c565c406a15d3be2b74f5f44216d9a0d35d17a14f2463dd67105d55
DVP_052_0143021eaa7a,Data/UIScreenshots/0_real/8555.jpg,UIScreenshots,0,0143021eaa7a5e004beaa5eda50c8e248faf7f5cc8610265fb47dc97d5df728c
DVP_053_0147eb1ff5d1,Data/InfographicCharts/1_fake/infographic_chart_0596.png,InfographicCharts,1,0147eb1ff5d169f61791c045a9c705a62d4cea40dc858fc673f0efe27f95866c
DVP_054_0155a51ce8a6,Data/UIScreenshots/1_fake/ui_0683.png,UIScreenshots,1,0155a51ce8a69886bb4b6afa18979da55c3d9c4624de1d1207a3ee2a6c0d1f70
DVP_055_015b3d437c3f,Data/Tables/0_real/PMC4663529_table_3.jpg,Tables,0,015b3d437c3ff60d15454a958c8e4ebf310e3092258e3f08ba876b5b5bf8fea8
DVP_056_016cbad5c739,Data/AcademicPosters/0_real/NeurIPS_2022_55073_Biologically Inspired Dynamic Thresholds for Spiking Neural .png,AcademicPosters,0,016cbad5c739696c1641fd844ee56b1e81e539403fc83f74bca6138174fd28ee
DVP_057_01794c2b6b86,Data/UIScreenshots/1_fake/ui_0553.png,UIScreenshots,1,01794c2b6b8654761d1cb508fad6abe64ad801d8a9662170d0715c66bf8e0312
DVP_058_017aab6a650f,Data/Tables/0_real/PMC4700601_table_0.jpg,Tables,0,017aab6a650fe1fc5c6cae11a7ff8227680631060e9fb41220296b92e6529d78
DVP_059_017d3d27150e,Data/Tables/0_real/PMC6163741_table_1.jpg,Tables,0,017d3d27150ec727b1aec08d2c8d6ee26e4942970f5179251a490a52b0330a78
DVP_060_017dd1a3bd75,Data/UIScreenshots/0_real/37309.jpg,UIScreenshots,0,017dd1a3bd75f17e97afa1799f3c1b335b6298f89ea5660709811acad2eaf52c
DVP_061_01820d9ac11f,Data/InfographicCharts/0_real/00008926.jpeg,InfographicCharts,0,01820d9ac11f9fb69efeb252c0a3da47cff409403644becdc85ddb26c6959087
DVP_062_019b773ed49c,Data/AcademicPosters/0_real/ICML_2024_32933_Don_t trust your eyes_ on the _un_reliability of feature vis.png,AcademicPosters,0,019b773ed49c7549dc6845676818e6111065b739561610fe05dca6f1210e6dee
DVP_063_019c92e3ffab,Data/CommercialPosters/0_real/5b3f4a3d1eb1c99e2a3b84c2_preview.jpg,CommercialPosters,0,019c92e3ffabe14c3ff6fd682dc86c16a066681d73cf2f290486f37c2cf8923d
DVP_064_01a3c38c16b2,Data/Receipts/1_fake/receipt_0367.png,Receipts,1,01a3c38c16b2a3586ae92d19fd9f1e029227a735721709a54eb1de44a65ba5cf
DVP_065_01abd78c859f,Data/UIScreenshots/1_fake/ui_0377.png,UIScreenshots,1,01abd78c859fa91e0b0f28fc267bf55331307aa344bd8460d6e412daecd3fb4e
DVP_066_01ad978401b4,Data/UIScreenshots/0_real/71879.jpg,UIScreenshots,0,01ad978401b4a3541de466f083497b2af84faa8c71d837d194ab04b91cc30cb9
DVP_067_01b2837fcc3a,Data/CommercialPosters/1_fake/commercial_poster_0369.png,CommercialPosters,1,01b2837fcc3a5fe02f9421915fa0b02bd2c8bae8b4b360ee57285d9d6818ab1b
DVP_068_01b7dd76924d,Data/Tables/0_real/PMC5859550_table_3.jpg,Tables,0,01b7dd76924d19317cb21cf36cf078d20dd67ab541c2f68b22feb4e88a050e09
DVP_069_01bcfb59c00e,Data/Receipts/1_fake/receipt_0550.png,Receipts,1,01bcfb59c00eb05c37116acb51ef9169146603a93a34ceb542eb99bb5f485015
DVP_070_01c3147af964,Data/CommercialPosters/1_fake/commercial_poster_0730.png,CommercialPosters,1,01c3147af9641457d3d594f7ad7b040377628fc612157194f7d77239d96babb4
DVP_071_01c448a8c43e,Data/Tables/1_fake/table_0065.png,Tables,1,01c448a8c43e8c2d221bf46412688b11110d1da0bd9fc91ebe006e77fcc1500a
DVP_072_01d0a9a5868e,Data/InfographicCharts/0_real/00057060.jpg,InfographicCharts,0,01d0a9a5868e9ea5c154a6e8323ecbb506f4bbca1bb674ef274d3e847d04aca1
DVP_073_01d2c3267b57,Data/CommercialPosters/0_real/5cd68d107d4459dfe1349845_preview.jpg,CommercialPosters,0,01d2c3267b570e4dcbdef11edf19215e79ccd31b5c3e092a7a05c830ff881845
DVP_074_01dd36157623,Data/AcademicPosters/1_fake/academic_poster_0442.png,AcademicPosters,1,01dd36157623d4a58a8a41ed5b665ecf66630d7dcf8e04cb296161d808aecfac
DVP_075_01dd5c9ef4fd,Data/Receipts/1_fake/receipt_0458.png,Receipts,1,01dd5c9ef4fda1dfe730e330cc8ac2a4d5d1d3910b32a24f2a2bfcb051c90bb6
DVP_076_01dd70ff61f2,Data/InfographicCharts/1_fake/infographic_chart_0480.png,InfographicCharts,1,01dd70ff61f28340b26d95054e606850fdfd2ac753fd8a0cc1fda65e6665b401
DVP_077_01ece75e67f5,Data/UIScreenshots/0_real/52107.jpg,UIScreenshots,0,01ece75e67f52296d7793db5660863c240742704bf86580ed45ce971fdf3c664
DVP_078_01f03f916ae9,Data/InfographicCharts/1_fake/infographic_chart_0115.png,InfographicCharts,1,01f03f916ae9367a88ab237e14eac2cf6c1a0b98f556f93121edc379108b0df8
DVP_079_01f0f7822803,Data/Receipts/0_real/X51008099085.jpg,Receipts,0,01f0f782280317f76bac3afe1823174d618b77602f5f7c90d8976ebf25977f97
DVP_080_02038acf881a,Data/Tables/0_real/PMC1326198_table_0.jpg,Tables,0,02038acf881a5b39505f07f3a35ebfb344c14b8e334131862eace711a58774d1
DVP_081_02055dc1a918,Data/AcademicPosters/0_real/ICML_2024_33332_Visual Transformer with Differentiable Channel Selection_ An.png,AcademicPosters,0,02055dc1a918553396a00daa0da62e1a82c3e3b92731b169133c906059004d3c
DVP_082_020a623627d7,Data/AcademicPosters/0_real/NeurIPS_2022_60029_Deep Neural Imputation_ A Framework for Recovering Incomplet.png,AcademicPosters,0,020a623627d7d9c06ba77163531de7cc73e876e316d5d1d1a4593a8047b8fa1c
DVP_083_020bcbf9555b,Data/Receipts/1_fake/receipt_0726.png,Receipts,1,020bcbf9555b928d14d5289cfa0764729cb8ae64f2ad9e56ed1ddacafcc03c95
DVP_084_020c57b53519,Data/Receipts/1_fake/receipt_0978.png,Receipts,1,020c57b5351994685aea46e2c6ec05994e8317609f0d4dc24d3a9600a1dcfd9c
DVP_085_02153df6c4ff,Data/Tables/0_real/PMC5905144_table_0.jpg,Tables,0,02153df6c4ff5533cb6120a6af4f9801ba94e3ccb7b7bfcc205ae9223132d325
DVP_086_0215f3edd77a,Data/Tables/0_real/PMC6094502_table_1.jpg,Tables,0,0215f3edd77ad5589dcf5d965381ab693a15ae487adf66c0e2b1c57df1048229
DVP_087_021959f1cc95,Data/Receipts/0_real/X51007103688.jpg,Receipts,0,021959f1cc95e54698dfdf9b7502f28dd8a11c881d0b037a46a825e653e1af40
DVP_088_021de251c037,Data/CommercialPosters/0_real/5b51f32200f9c6103ae8b3e5_preview.jpg,CommercialPosters,0,021de251c037217f17693ffc47fb36908dbecdb53b8cef6354b1c136d6a822df
DVP_089_021e6b7f3d69,Data/Receipts/0_real/X51008114216.jpg,Receipts,0,021e6b7f3d697784595b17861544706ba27a526997b7cc23c229aa399d70464c
DVP_090_022217b75e79,Data/CommercialPosters/0_real/5cdd82ea7d4459dfe1a5c7b9_preview.jpg,CommercialPosters,0,022217b75e79fc4fece279de673bd85b921035a9c8260f77e0619be3f786f07e
DVP_091_022e6e2fb2a9,Data/Receipts/1_fake/receipt_0681.png,Receipts,1,022e6e2fb2a900084407a2d59a6d1f9b866ad961f49220559f4bb3d3c9e5c37b
DVP_092_0230c65280fe,Data/Receipts/1_fake/receipt_0193.png,Receipts,1,0230c65280fe89b8eb7615d5ae7bee4eb94a91e5afb17a858a6f87eb7fda799a
DVP_093_0232ea61c149,Data/AcademicPosters/1_fake/academic_poster_0968.png,AcademicPosters,1,0232ea61c149b48a381044f0facf149ab34269eabd550cf88095f681a5517b76
DVP_094_023f9b1d5afe,Data/UIScreenshots/1_fake/ui_0134.png,UIScreenshots,1,023f9b1d5afea5d707872eb21a746459bd747eb64ae7d92b44d2d23e78e96db3
DVP_095_02444e18871c,Data/InfographicCharts/1_fake/infographic_chart_0437.png,InfographicCharts,1,02444e18871c338b981e87e2248f24bb64f2be15e639a8b915fec6f02dcb2cc8
DVP_096_0247d1ae6c06,Data/Tables/1_fake/table_1000.png,Tables,1,0247d1ae6c06c2447169b143c583763cc96a4810eae20a009ec7f7739df76420
DVP_097_02492978d021,Data/CommercialPosters/0_real/5b27b8f61eb1c99e2ab9474e_preview.jpg,CommercialPosters,0,02492978d021fa7716912a87785d50d36559557d8431389b93ee6be052a53dcf
DVP_098_024ea845b456,Data/Receipts/0_real/X51005568829.jpg,Receipts,0,024ea845b45687717c021f0b2a8669f55e4d5d06ec9b71641a0472695acde7db
DVP_099_02500044356e,Data/InfographicCharts/0_real/00016747.jpeg,InfographicCharts,0,02500044356e71f1a51930e98c9797b1af0183c740f8b36e0421baedb865b754
DVP_100_025b82e7abe7,Data/Receipts/1_fake/receipt_0437.png,Receipts,1,025b82e7abe7b47787ed1fb96ec2d231ad75aacac930914f3c81980a32258f4c
DVP_101_02626788ced6,Data/Receipts/1_fake/receipt_1066.png,Receipts,1,02626788ced6993b44ac5e89086b84d3e39d65c72749fb9239af98621ac9b02f
DVP_102_026c06614ebc,Data/Tables/1_fake/table_0483.png,Tables,1,026c06614ebca6befdb2e41ecd8b234c5ab13715bc387bd0b3b16ed756b67601
DVP_103_0275720d8098,Data/UIScreenshots/0_real/8592.jpg,UIScreenshots,0,0275720d8098c365c8da9e9acec8b61ee1c599e59c53b605d36033e5307e4b91
DVP_104_0275cd7b3eb8,Data/CommercialPosters/1_fake/commercial_poster_0315.png,CommercialPosters,1,0275cd7b3eb8f123a9e97f5e7d7c56445abeae3c8677af912a5cadc6bbce7832
DVP_105_027e6cc64a46,Data/Tables/0_real/PMC5774156_table_0.jpg,Tables,0,027e6cc64a46e15000101d58aa19239a3637d5c17fec3d5d01654622d65d6e54
DVP_106_0285171d2cea,Data/UIScreenshots/1_fake/ui_0767.png,UIScreenshots,1,0285171d2cea342cabaf04994592fc47deb2be50e62cb0bf799dd8c84f6a3852
DVP_107_028675fa3647,Data/Receipts/0_real/X51006620186.jpg,Receipts,0,028675fa364760a53b074a2c592bf9429b18ef4eebb188aacfb4038a1c833458
DVP_108_028b65d87e95,Data/InfographicCharts/1_fake/infographic_chart_0469.png,InfographicCharts,1,028b65d87e9592a0acc1bc531e7dbf9ebc73b0d22206bcf14044628c8910f49e
DVP_109_028c03e060d4,Data/UIScreenshots/1_fake/ui_0496.png,UIScreenshots,1,028c03e060d4893a692ea18b380cb2583569ed7edd66cf697902abd3d2b1fdcb
DVP_110_028f5270e575,Data/InfographicCharts/1_fake/infographic_chart_0384.png,InfographicCharts,1,028f5270e57592eb62c3b613368f1446c50c388dba89ea65f75e9f76bc569ebb
DVP_111_02928c727622,Data/CommercialPosters/0_real/5bf28e0d41fdeab19f9d2597_preview.jpg,CommercialPosters,0,02928c7276226501d387bfe25814ce2bf9b8cea18b1414f8377810fcf516112e
DVP_112_02a4e6d7446a,Data/AcademicPosters/0_real/NeurIPS_2022_63439_Structured Priors for Disentangling Pathology and Anatomy in.png,AcademicPosters,0,02a4e6d7446a45f368e943a7cb28837674a77bbdce67bbc06809ebfd0fd512a5
DVP_113_02b7f3ee0064,Data/CommercialPosters/0_real/5c373fba048d064dbc2a96ca_preview.jpg,CommercialPosters,0,02b7f3ee00644cb388fe63131b22e19356cc87d3f36eca6e8aa8e4574c1fd19e
DVP_114_02b9966d5a47,Data/AcademicPosters/1_fake/academic_poster_0110.png,AcademicPosters,1,02b9966d5a47ae7cb79a03f8516cf44bf76f149b7d0741bf552db879e5c9a2ee
DVP_115_02baf01caec4,Data/InfographicCharts/0_real/00014510.jpeg,InfographicCharts,0,02baf01caec4c596bebbd284566d10f8835f7089741ce8d26d7db62a87397874
DVP_116_02beb0a67404,Data/InfographicCharts/0_real/00055388.jpg,InfographicCharts,0,02beb0a67404f074c25bc7d42ac9cd9bc8a335fa216f88f479da13880db06e2a
DVP_117_02c2c2109c2c,Data/Receipts/1_fake/receipt_0847.png,Receipts,1,02c2c2109c2c963f2e300d2f7806e2286932f9c21613591a1b73112cbc915084
DVP_118_02c420df5932,Data/Receipts/0_real/X51005705784.jpg,Receipts,0,02c420df5932183e372d14ee5a7abc9599b45a1579dd0814a21037d86521ac85
DVP_119_02cc39f73e5d,Data/AcademicPosters/0_real/NeurIPS_2023_71807_Practical Differentially Private Hyperparameter Tuning with .png,AcademicPosters,0,02cc39f73e5d7257486d34f2fd916962be584f628a3bf508cf38675ed0bcf7f8
DVP_120_02cdf19a37bd,Data/Receipts/0_real/X51005676539.jpg,Receipts,0,02cdf19a37bd4fd8f261ae080e3b3e7b9e7bcb2dd920bf2d2fed562faa54d9f6
DVP_121_02ce358ab638,Data/UIScreenshots/0_real/8560.jpg,UIScreenshots,0,02ce358ab6389796a9dfb76233f3606294ca2563c0eaf19e93a5343323415bfa
DVP_122_02ce3fd63e2d,Data/AcademicPosters/1_fake/academic_poster_0503.png,AcademicPosters,1,02ce3fd63e2dd97466515812f261ef3a8b39fcf8a3059bdba3b345d09746dfff
DVP_123_02d2900ddb7d,Data/UIScreenshots/0_real/56610.jpg,UIScreenshots,0,02d2900ddb7d598e8a89030c75229e01ddde9a137b981c9bc53ae4625ad0dcb0
DVP_124_02e23210677c,Data/CommercialPosters/1_fake/commercial_poster_0288.png,CommercialPosters,1,02e23210677c42688674e8f8f0414665b1854fd15957c249f9831197a35bdf89
DVP_125_02e54b8f701c,Data/Tables/0_real/PMC5978986_table_4.jpg,Tables,0,02e54b8f701c41531a98274f9e2d7c3e326b8be007a8f36b6fb3b56319497fd2
DVP_126_02e5f6f2c44f,Data/Tables/0_real/PMC3212908_table_1.jpg,Tables,0,02e5f6f2c44faa00856f5a07c7212d63355d0e95acc5782a85d1b8d4537b25fe
DVP_127_02f21a1a3a1c,Data/InfographicCharts/1_fake/infographic_chart_0500.png,InfographicCharts,1,02f21a1a3a1c08c7291531a9d794c28f83bc8db0024dfada6ed02b06b33f85ed
DVP_128_0301352ea55d,Data/CommercialPosters/1_fake/commercial_poster_0487.png,CommercialPosters,1,0301352ea55dd0d0378c22d085e07c12a8ba787730f13634f3e87a3998885d2c
DVP_129_030439c19eb0,Data/Receipts/1_fake/receipt_0397.png,Receipts,1,030439c19eb0cf9316e434e6bec7479f752e4d7c4f743049156838ac7460e727
DVP_130_0304baffb657,Data/AcademicPosters/1_fake/academic_poster_0593.png,AcademicPosters,1,0304baffb657d5dcf78acf53ed6d18e446778483b006f7f0690277a5d4d94f2c
DVP_131_0306afffdb58,Data/UIScreenshots/1_fake/ui_0682.png,UIScreenshots,1,0306afffdb58f504def478eb39de6a7b7633dd4a2561ad962eb9da691b44bd95
DVP_132_030983c8fa4b,Data/InfographicCharts/1_fake/infographic_chart_0807.png,InfographicCharts,1,030983c8fa4b6300308b018d6acd18127780fb14148fb9f9ff2dd79f9d69cbff
DVP_133_0312b40955d7,Data/InfographicCharts/0_real/00027443.jpeg,InfographicCharts,0,0312b40955d76138fc2b905c34255fca1fb4e29c08a1b2ade1e0f8701a569795
DVP_134_03136ff596c5,Data/Tables/0_real/PMC4832563_table_5.jpg,Tables,0,03136ff596c578ce7b14a441c7f50960636c4ebcef4797dc40405ddf344195b2
DVP_135_0318c2e08df7,Data/Tables/1_fake/table_0487.png,Tables,1,0318c2e08df707295cd0db4d3a26157add6d5b627a7cd25965cf5e8d59f336af
DVP_136_031ee141cbe8,Data/Tables/1_fake/table_0411.png,Tables,1,031ee141cbe8852f8c076b710c75e9a809d0d37b9871be0a0911059bc77e58e1
DVP_137_0323464245f0,Data/Receipts/0_real/X51008142005.jpg,Receipts,0,0323464245f0edc1269a7e9e26fbcae527b1a35e395fb273fba48cfd554b9558
DVP_138_0324926d8fb3,Data/InfographicCharts/1_fake/infographic_chart_0869.png,InfographicCharts,1,0324926d8fb3dda1bfe503e389ebe3cb4fc52c2d2375d7fb8977b3bb40412f9d
DVP_139_0325723ec38b,Data/CommercialPosters/0_real/5ca7253923c829c8213e6cd2_preview.jpg,CommercialPosters,0,0325723ec38b8067f442b19c2616c7d2708aa52b181ae928907f6aace38c0fa4
DVP_140_0334eaf629db,Data/Receipts/1_fake/receipt_0989.png,Receipts,1,0334eaf629db50282f99e94ccb00f49008b179fb6caf36e30914bd76b2492932
DVP_141_03361b066ff3,Data/UIScreenshots/1_fake/ui_0492.png,UIScreenshots,1,03361b066ff37408cf658eaf2f5b991380ff308a5d38f14efea1a6e8615b8616
DVP_142_03373680c2ff,Data/InfographicCharts/1_fake/infographic_chart_0290.png,InfographicCharts,1,03373680c2ffe1261556a328e7df2fefd8b7b6f5e085dbfba8cecdb2eeca3f00
DVP_143_033c0b04d0e8,Data/CommercialPosters/1_fake/commercial_poster_0476.png,CommercialPosters,1,033c0b04d0e8d9c3abe365b2b19a555a63444d132c6f6f790cb6354716d9b787
DVP_144_03418685a0a2,Data/InfographicCharts/0_real/00003308.jpeg,InfographicCharts,0,03418685a0a2020995a191cedc5db267bb15573a2484f4ac7d0790a62fadc57b
DVP_145_0342518b0885,Data/CommercialPosters/1_fake/commercial_poster_1007.png,CommercialPosters,1,0342518b088523415cde21524d086f1597135625a81a6a7c649787840370161d
DVP_146_0354770c085a,Data/CommercialPosters/1_fake/commercial_poster_0954.png,CommercialPosters,1,0354770c085a056b621b6cbc17844d83bda094ba1dbe85c9a2b1da4d57b52a46
DVP_147_035dcdeffaa7,Data/Tables/0_real/PMC3661592_table_2.jpg,Tables,0,035dcdeffaa7103a26216d9b2d3b51a3c4cfa50843ea23d29628444723b1d651
DVP_148_0375f6440449,Data/Tables/0_real/PMC1459855_table_0.jpg,Tables,0,0375f644044981038aa7d1ea2f3f35bfcbde40eb13a66140b8d1d17c32e1a50c
DVP_149_037c5b2e99f7,Data/UIScreenshots/1_fake/ui_0391.png,UIScreenshots,1,037c5b2e99f7c89a9f686ca0205ee19858a24f029b22e1110ad591f332fc8365
DVP_150_0387660d36e6,Data/Receipts/0_real/X51006556596.jpg,Receipts,0,0387660d36e6f85844ac53f62ed27adc800eeed93b45ec0c43bbb0e0428dc98b
