pilot_id,relative_path
DVP_077_01ece75e67f5,Data/UIScreenshots/0_real/52107.jpg
DVP_078_01f03f916ae9,Data/InfographicCharts/1_fake/infographic_chart_0115.png
DVP_079_01f0f7822803,Data/Receipts/0_real/X51008099085.jpg
DVP_080_02038acf881a,Data/Tables/0_real/PMC1326198_table_0.jpg
DVP_081_02055dc1a918,Data/AcademicPosters/0_real/ICML_2024_33332_Visual Transformer with Differentiable Channel Selection_ An.png
DVP_082_020a623627d7,Data/AcademicPosters/0_real/NeurIPS_2022_60029_Deep Neural Imputation_ A Framework for Recovering Incomplet.png
DVP_083_020bcbf9555b,Data/Receipts/1_fake/receipt_0726.png
DVP_084_020c57b53519,Data/Receipts/1_fake/receipt_0978.png
DVP_085_02153df6c4ff,Data/Tables/0_real/PMC5905144_table_0.jpg
DVP_086_0215f3edd77a,Data/Tables/0_real/PMC6094502_table_1.jpg
DVP_087_021959f1cc95,Data/Receipts/0_real/X51007103688.jpg
DVP_088_021de251c037,Data/CommercialPosters/0_real/5b51f32200f9c6103ae8b3e5_preview.jpg
DVP_089_021e6b7f3d69,Data/Receipts/0_real/X51008114216.jpg
DVP_090_022217b75e79,Data/CommercialPosters/0_real/5cdd82ea7d4459dfe1a5c7b9_preview.jpg
DVP_091_022e6e2fb2a9,Data/Receipts/1_fake/receipt_0681.png
DVP_092_0230c65280fe,Data/Receipts/1_fake/receipt_0193.png
DVP_093_0232ea61c149,Data/AcademicPosters/1_fake/academic_poster_0968.png
DVP_094_023f9b1d5afe,Data/UIScreenshots/1_fake/ui_0134.png
DVP_095_02444e18871c,Data/InfographicCharts/1_fake/infographic_chart_0437.png
DVP_096_0247d1ae6c06,Data/Tables/1_fake/table_1000.png
DVP_097_02492978d021,Data/CommercialPosters/0_real/5b27b8f61eb1c99e2ab9474e_preview.jpg
DVP_098_024ea845b456,Data/Receipts/0_real/X51005568829.jpg
DVP_099_02500044356e,Data/InfographicCharts/0_real/00016747.jpeg
DVP_100_025b82e7abe7,Data/Receipts/1_fake/receipt_0437.png
DVP_101_02626788ced6,Data/Receipts/1_fake/receipt_1066.png
DVP_102_026c06614ebc,Data/Tables/1_fake/table_0483.png
DVP_103_0275720d8098,Data/UIScreenshots/0_real/8592.jpg
DVP_104_0275cd7b3eb8,Data/CommercialPosters/1_fake/commercial_poster_0315.png
DVP_105_027e6cc64a46,Data/Tables/0_real/PMC5774156_table_0.jpg
DVP_106_0285171d2cea,Data/UIScreenshots/1_fake/ui_0767.png
DVP_107_028675fa3647,Data/Receipts/0_real/X51006620186.jpg
DVP_108_028b65d87e95,Data/InfographicCharts/1_fake/infographic_chart_0469.png
DVP_109_028c03e060d4,Data/UIScreenshots/1_fake/ui_0496.png
DVP_110_028f5270e575,Data/InfographicCharts/1_fake/infographic_chart_0384.png
DVP_111_02928c727622,Data/CommercialPosters/0_real/5bf28e0d41fdeab19f9d2597_preview.jpg
DVP_112_02a4e6d7446a,Data/AcademicPosters/0_real/NeurIPS_2022_63439_Structured Priors for Disentangling Pathology and Anatomy in.png
DVP_113_02b7f3ee0064,Data/CommercialPosters/0_real/5c373fba048d064dbc2a96ca_preview.jpg
DVP_114_02b9966d5a47,Data/AcademicPosters/1_fake/academic_poster_0110.png
DVP_115_02baf01caec4,Data/InfographicCharts/0_real/00014510.jpeg
DVP_116_02beb0a67404,Data/InfographicCharts/0_real/00055388.jpg
DVP_117_02c2c2109c2c,Data/Receipts/1_fake/receipt_0847.png
DVP_118_02c420df5932,Data/Receipts/0_real/X51005705784.jpg
DVP_119_02cc39f73e5d,Data/AcademicPosters/0_real/NeurIPS_2023_71807_Practical Differentially Private Hyperparameter Tuning with .png
DVP_120_02cdf19a37bd,Data/Receipts/0_real/X51005676539.jpg
DVP_121_02ce358ab638,Data/UIScreenshots/0_real/8560.jpg
DVP_122_02ce3fd63e2d,Data/AcademicPosters/1_fake/academic_poster_0503.png
DVP_123_02d2900ddb7d,Data/UIScreenshots/0_real/56610.jpg
DVP_124_02e23210677c,Data/CommercialPosters/1_fake/commercial_poster_0288.png
DVP_125_02e54b8f701c,Data/Tables/0_real/PMC5978986_table_4.jpg
DVP_126_02e5f6f2c44f,Data/Tables/0_real/PMC3212908_table_1.jpg
DVP_127_02f21a1a3a1c,Data/InfographicCharts/1_fake/infographic_chart_0500.png
DVP_128_0301352ea55d,Data/CommercialPosters/1_fake/commercial_poster_0487.png
DVP_129_030439c19eb0,Data/Receipts/1_fake/receipt_0397.png
DVP_130_0304baffb657,Data/AcademicPosters/1_fake/academic_poster_0593.png
DVP_131_0306afffdb58,Data/UIScreenshots/1_fake/ui_0682.png
DVP_132_030983c8fa4b,Data/InfographicCharts/1_fake/infographic_chart_0807.png
DVP_133_0312b40955d7,Data/InfographicCharts/0_real/00027443.jpeg
DVP_134_03136ff596c5,Data/Tables/0_real/PMC4832563_table_5.jpg
DVP_135_0318c2e08df7,Data/Tables/1_fake/table_0487.png
DVP_136_031ee141cbe8,Data/Tables/1_fake/table_0411.png
DVP_137_0323464245f0,Data/Receipts/0_real/X51008142005.jpg
DVP_138_0324926d8fb3,Data/InfographicCharts/1_fake/infographic_chart_0869.png
DVP_139_0325723ec38b,Data/CommercialPosters/0_real/5ca7253923c829c8213e6cd2_preview.jpg
DVP_140_0334eaf629db,Data/Receipts/1_fake/receipt_0989.png
DVP_141_03361b066ff3,Data/UIScreenshots/1_fake/ui_0492.png
DVP_142_03373680c2ff,Data/InfographicCharts/1_fake/infographic_chart_0290.png
DVP_143_033c0b04d0e8,Data/CommercialPosters/1_fake/commercial_poster_0476.png
DVP_144_03418685a0a2,Data/InfographicCharts/0_real/00003308.jpeg
DVP_145_0342518b0885,Data/CommercialPosters/1_fake/commercial_poster_1007.png
DVP_146_0354770c085a,Data/CommercialPosters/1_fake/commercial_poster_0954.png
DVP_147_035dcdeffaa7,Data/Tables/0_real/PMC3661592_table_2.jpg
DVP_148_0375f6440449,Data/Tables/0_real/PMC1459855_table_0.jpg
DVP_149_037c5b2e99f7,Data/UIScreenshots/1_fake/ui_0391.png
DVP_150_0387660d36e6,Data/Receipts/0_real/X51006556596.jpg
DVP_151_03877dd71d94,Data/UIScreenshots/1_fake/ui_0157.png
DVP_152_038afef990e9,Data/CommercialPosters/0_real/5b63218b1cc8aa5429d05997_preview.jpg
DVP_153_038d09fb52e0,Data/AcademicPosters/0_real/ICLR_2023_13489_Understanding forest resilience to drought with Shapley valu.png
DVP_154_038ec4d9acc9,Data/InfographicCharts/0_real/00047167.jpg
DVP_155_0397ead33b36,Data/CommercialPosters/1_fake/commercial_poster_0546.png
DVP_156_039851574579,Data/CommercialPosters/1_fake/commercial_poster_0033.png
DVP_157_039dcd37c70e,Data/InfographicCharts/0_real/00041832.jpg
DVP_158_03a14c2ed9fb,Data/CommercialPosters/0_real/5bd9d0459259f9ba54b31cf9_preview.jpg
DVP_159_03a8a35a4bdf,Data/InfographicCharts/0_real/00048468.jpg
DVP_160_03aad9447ce8,Data/Receipts/0_real/X51005763958.jpg
DVP_161_03ac139de54c,Data/CommercialPosters/0_real/5ba112a218654940f77b1f5b_preview.jpg
DVP_162_03b003a6be84,Data/CommercialPosters/0_real/5bd04ade78e1194aa6dcd297_preview.jpg
DVP_163_03b7647ad693,Data/UIScreenshots/1_fake/ui_0569.png
DVP_164_03b8c995fbde,Data/UIScreenshots/0_real/32067.jpg
DVP_165_03c37c8a842e,Data/CommercialPosters/1_fake/commercial_poster_0578.png
DVP_166_03c659caa782,Data/Receipts/1_fake/receipt_0271.png
DVP_167_03c8de266eae,Data/Tables/1_fake/table_0921.png
DVP_168_03d3999357b4,Data/UIScreenshots/1_fake/ui_0583.png
DVP_169_03e5c2e492ad,Data/InfographicCharts/0_real/00035241.jpg
DVP_170_03e68175455f,Data/AcademicPosters/1_fake/academic_poster_0759.png
DVP_171_03e8abbcb43d,Data/UIScreenshots/1_fake/ui_0886.png
DVP_172_03f4be77758e,Data/InfographicCharts/1_fake/infographic_chart_0158.png
DVP_173_04043f432f31,Data/CommercialPosters/0_real/5a2304e8d8141396fe9a848b_preview.jpg
DVP_174_04206ec3a991,Data/Tables/0_real/PMC3475003_table_0.jpg
DVP_175_042344ee216c,Data/UIScreenshots/0_real/388.jpg
DVP_176_042b2bd0f18b,Data/InfographicCharts/0_real/00011412.jpeg
DVP_177_042ba6e59683,Data/Tables/1_fake/table_0548.png
DVP_178_042e15f234bd,Data/AcademicPosters/0_real/ICML_2023_26497_Latent Space Editing in Transformer-Based Flow Matching.png
DVP_179_04374a4148aa,Data/AcademicPosters/0_real/ICLR_2024_18536_Sin3DM_ Learning a Diffusion Model from a Single 3D Textured.png
DVP_180_0443de151181,Data/Tables/1_fake/table_0612.png
DVP_181_0445b374d1b4,Data/Receipts/0_real/X51005433514.jpg
DVP_182_044abe50d348,Data/UIScreenshots/1_fake/ui_0773.png
DVP_183_044bf533b792,Data/InfographicCharts/0_real/00040318.jpg
DVP_184_0461bc03749e,Data/CommercialPosters/1_fake/commercial_poster_0969.png
DVP_185_046302a49031,Data/Receipts/1_fake/receipt_0878.png
DVP_186_0465d5cbc490,Data/AcademicPosters/1_fake/academic_poster_0954.png
DVP_187_0469d2b04791,Data/Receipts/0_real/X51006913060.jpg
DVP_188_047ae93816b5,Data/CommercialPosters/1_fake/commercial_poster_0782.png
DVP_189_047b26ce1df2,Data/Tables/1_fake/table_0043.png
DVP_190_047f94cd2662,Data/CommercialPosters/0_real/595267e695a7a863ddcde901_preview.jpg
DVP_191_04804586f4c6,Data/CommercialPosters/0_real/5c5afbe7048d064dbc341830_preview.jpg
DVP_192_048c22541787,Data/UIScreenshots/0_real/21654.jpg
DVP_193_048c859d70ad,Data/UIScreenshots/0_real/36775.jpg
DVP_194_049011cca525,Data/CommercialPosters/0_real/5bc614b978e1194aa6ddb13f_preview.jpg
DVP_195_0493d80fb427,Data/Receipts/0_real/X51006619790.jpg
DVP_196_0497ef8ea70e,Data/CommercialPosters/0_real/5e81bff04b3890eb0701ad7f_preview.jpg
DVP_197_049a2d8967d4,Data/CommercialPosters/0_real/5a217f4ed8141396fe9a300b_preview.jpg
DVP_198_04a0447b3c66,Data/CommercialPosters/1_fake/commercial_poster_0136.png
DVP_199_04a0d7791ed9,Data/UIScreenshots/0_real/6068.jpg
DVP_200_04a4f6f76a71,Data/CommercialPosters/1_fake/commercial_poster_0496.png
DVP_201_04afcd64dc6f,Data/UIScreenshots/0_real/54812.jpg
DVP_202_04b0d548e7ef,Data/Receipts/0_real/X51006619862.jpg
DVP_203_04b1f35f7cd2,Data/Receipts/0_real/X51005568911.jpg
DVP_204_04b76022cec2,Data/Receipts/0_real/X51006328913.jpg
DVP_205_04bace07540b,Data/UIScreenshots/0_real/36973.jpg
DVP_206_04bb458310c6,Data/Receipts/0_real/X51005230616.jpg
DVP_207_04be1decd5a7,Data/Tables/0_real/PMC5845752_table_0.jpg
DVP_208_04c2386e1098,Data/AcademicPosters/1_fake/academic_poster_0437.png
DVP_209_04cb18c188df,Data/AcademicPosters/0_real/ICML_2024_34587_FairProof _ Confidential and Certifiable Fairness for Neural.png
DVP_210_04cb7826c9d6,Data/UIScreenshots/0_real/46583.jpg
DVP_211_04da34087c91,Data/Receipts/1_fake/receipt_0015.png
DVP_212_04dad64a120e,Data/AcademicPosters/0_real/ICML_2024_33627_Unbiased Multi-Label Learning from Crowdsourced Annotations.png
DVP_213_04dde085746c,Data/Tables/1_fake/table_0624.png
DVP_214_04e008138b45,Data/Tables/1_fake/table_0310.png
DVP_215_04ecaa8382b4,Data/AcademicPosters/0_real/NeurIPS_2023_69881_Scalable Fair Influence Maximization.png
DVP_216_04ecfe00d3bf,Data/CommercialPosters/1_fake/commercial_poster_0797.png
DVP_217_04ee1825c968,Data/Receipts/1_fake/receipt_0311.png
DVP_218_04f0e05bd948,Data/AcademicPosters/1_fake/academic_poster_0665.png
DVP_219_04fccf89aa24,Data/AcademicPosters/0_real/ICML_2023_25167_A Study on Transformer Configuration and Training Objective.png
DVP_220_04ff3a203ea1,Data/InfographicCharts/0_real/00000043.jpeg
DVP_221_05057e775dfb,Data/InfographicCharts/1_fake/infographic_chart_0291.png
DVP_222_050f95ac8ef6,Data/InfographicCharts/1_fake/infographic_chart_0138.png
DVP_223_051415fdb3ce,Data/Receipts/0_real/X51005568855.jpg
DVP_224_0517d958fb6b,Data/CommercialPosters/1_fake/commercial_poster_0790.png
DVP_225_05251c333219,Data/Tables/0_real/PMC2890534_table_1.jpg
DVP_226_052be9ccc57a,Data/AcademicPosters/1_fake/academic_poster_0415.png
DVP_227_053539053575,Data/CommercialPosters/0_real/5c179df4133a785392caf325_preview.jpg
DVP_228_05357c165fa8,Data/CommercialPosters/0_real/5b0d431e1eb1c99e2a8014bb_preview.jpg
DVP_229_053bd991248f,Data/Receipts/1_fake/receipt_0072.png
DVP_230_054b5ff2e9db,Data/InfographicCharts/0_real/00052682.jpg
DVP_231_054ccee07886,Data/UIScreenshots/0_real/5871.jpg
DVP_232_0557ecf841ed,Data/Tables/1_fake/table_0858.png
DVP_233_055881711938,Data/Receipts/0_real/X51008030561.jpg
DVP_234_05652e2f5c76,Data/Receipts/0_real/X51005587254.jpg
DVP_235_056a4f4b96eb,Data/AcademicPosters/1_fake/academic_poster_0649.png
DVP_236_056c730887a6,Data/UIScreenshots/1_fake/ui_0366.png
DVP_237_0574f4250145,Data/Tables/1_fake/table_0104.png
DVP_238_0577b5ec76f7,Data/Tables/1_fake/table_0557.png
DVP_239_0578de0713ab,Data/Tables/0_real/PMC5023853_table_2.jpg
DVP_240_057a58b188c4,Data/UIScreenshots/0_real/20401.jpg
DVP_241_057c47f53b57,Data/CommercialPosters/0_real/5c628d0c85ea3c16f97b82c0_preview.jpg
DVP_242_057cb83b5492,Data/Tables/0_real/PMC4691410_table_2.jpg
DVP_243_0580f91e5eb6,Data/Receipts/1_fake/receipt_0870.png
DVP_244_058149c3cbf6,Data/UIScreenshots/1_fake/ui_0898.png
DVP_245_05859fa4600a,Data/UIScreenshots/0_real/30518.jpg
DVP_246_05878b2bce2e,Data/InfographicCharts/0_real/00015670.jpeg
DVP_247_0591dae24548,Data/InfographicCharts/0_real/00043529.png
DVP_248_05963696e4fa,Data/UIScreenshots/0_real/37894.jpg
DVP_249_05a521d83271,Data/CommercialPosters/1_fake/commercial_poster_0687.png
DVP_250_05a71a0b6a74,Data/UIScreenshots/1_fake/ui_0199.png
DVP_251_05ae9200a6ac,Data/AcademicPosters/0_real/ICLR_2023_11960_Graph Domain Adaptation via Theory-Grounded Spectral Regular.png
DVP_252_05af351b86a9,Data/Tables/0_real/PMC2913519_table_0.jpg
DVP_253_05b305662210,Data/AcademicPosters/1_fake/academic_poster_0662.png
DVP_254_05b44799ffcb,Data/AcademicPosters/0_real/NeurIPS_2023_79027_FDAPT_ Federated Domain-adaptive Pre-training for Language M.png
DVP_255_05b5bf5f25c6,Data/CommercialPosters/0_real/5e8efacb4b3890eb0762650f_preview.jpg
DVP_256_05bcf0e4390b,Data/Tables/0_real/PMC3629084_table_1.jpg
DVP_257_05d6d75ba1a4,Data/Receipts/0_real/X51005715456.jpg
DVP_258_05dd51433e7a,Data/InfographicCharts/1_fake/infographic_chart_0884.png
DVP_259_05e49ad64133,Data/AcademicPosters/0_real/NeurIPS_2022_56617_Unmasking the Lottery Ticket Hypothesis_ Efficient Adaptive .png
DVP_260_05e529f9cfda,Data/CommercialPosters/0_real/5b63217a1cc8aa5429d01796_preview.jpg
DVP_261_05e8a2cd8626,Data/UIScreenshots/1_fake/ui_0239.png
DVP_262_05f12da2185d,Data/UIScreenshots/0_real/545.jpg
DVP_263_05f411beabc2,Data/Receipts/0_real/X51006619545.jpg
DVP_264_05f715182da0,Data/Tables/0_real/PMC2906427_table_0.jpg
DVP_265_05fd54a1df02,Data/Tables/1_fake/table_0488.png
DVP_266_0604f19f6ccf,Data/Tables/0_real/PMC3269351_table_1.jpg
DVP_267_0611c0c5312d,Data/UIScreenshots/0_real/21780.jpg
DVP_268_061bf1da0ccc,Data/UIScreenshots/0_real/36126.jpg
DVP_269_061c926314fe,Data/Receipts/1_fake/receipt_0708.png
DVP_270_061daf4d2946,Data/Receipts/0_real/X51005361923.jpg
DVP_271_061ddbc60987,Data/Receipts/1_fake/receipt_0084.png
DVP_272_06200c0d1051,Data/InfographicCharts/0_real/00041768.jpg
DVP_273_06219bb18793,Data/Receipts/0_real/X51005361897.jpg
DVP_274_0621d329f787,Data/CommercialPosters/1_fake/commercial_poster_0135.png
DVP_275_0628a182956e,Data/Tables/1_fake/table_0191.png
DVP_276_062f0a8d0e3c,Data/UIScreenshots/0_real/67233.jpg
DVP_277_0638e1bd0404,Data/AcademicPosters/1_fake/academic_poster_0058.png
DVP_278_063cae472877,Data/InfographicCharts/0_real/00001714.jpeg
DVP_279_0641ac087f4c,Data/AcademicPosters/1_fake/academic_poster_0035.png
DVP_280_0645ee0a1670,Data/CommercialPosters/1_fake/commercial_poster_0978.png
DVP_281_0648bc118ed2,Data/Receipts/0_real/X51005663280.jpg
DVP_282_064b9bc8a243,Data/Receipts/1_fake/receipt_0810.png
DVP_283_064bd67843bf,Data/Receipts/0_real/X51007339638.jpg
DVP_284_065425d2189d,Data/UIScreenshots/1_fake/ui_0565.png
DVP_285_06544e05396c,Data/CommercialPosters/1_fake/commercial_poster_0086.png
DVP_286_066256a0f6aa,Data/AcademicPosters/1_fake/academic_poster_0208.png
DVP_287_06658eb92da2,Data/UIScreenshots/0_real/33603.jpg
DVP_288_0670ebd21693,Data/Tables/0_real/PMC4377020_table_0.jpg
DVP_289_06712c21baa6,Data/Receipts/1_fake/receipt_0903.png
DVP_290_0674383e7fe1,Data/UIScreenshots/0_real/10208.jpg
DVP_291_068341918411,Data/Tables/0_real/PMC2654886_table_1.jpg
DVP_292_0684f21da187,Data/UIScreenshots/1_fake/ui_0442.png
DVP_293_0685e95b5a54,Data/CommercialPosters/1_fake/commercial_poster_0971.png
DVP_294_068d8471a4d5,Data/Receipts/0_real/X51006913030.jpg
DVP_295_06972b96417d,Data/Receipts/1_fake/receipt_0943.png
DVP_296_0697b2ffb70d,Data/CommercialPosters/1_fake/commercial_poster_0650.png
DVP_297_06a231a4a243,Data/InfographicCharts/1_fake/infographic_chart_0420.png
DVP_298_06a4c332cdf7,Data/CommercialPosters/1_fake/commercial_poster_0015.png
DVP_299_06a7329d6aaf,Data/InfographicCharts/0_real/00015128.jpeg
DVP_300_06a8d7a82272,Data/InfographicCharts/0_real/00025518.jpeg
DVP_301_06aa00aeed64,Data/CommercialPosters/0_real/5d0ced118cba87f9434d74f4_preview.jpg
DVP_302_06ac0fe5f1cd,Data/UIScreenshots/1_fake/ui_0593.png
DVP_303_06b1c8694802,Data/UIScreenshots/0_real/42992.jpg
DVP_304_06b2bbc0fb9e,Data/CommercialPosters/0_real/5c4f1cdc048d064dbc975701_preview.jpg
DVP_305_06b9f09225e7,Data/InfographicCharts/0_real/00047765.jpg
DVP_306_06c1784af6ad,Data/AcademicPosters/0_real/ICML_2024_33318_Catapults in SGD_ spikes in the training loss and their impa.png
DVP_307_06c7f5d60f28,Data/CommercialPosters/1_fake/commercial_poster_0258.png
DVP_308_06cb90a39306,Data/Tables/0_real/PMC6119906_table_1.jpg
DVP_309_06cc3db4dfe8,Data/InfographicCharts/0_real/00017660.jpeg
DVP_310_06d0c2e0f7a0,Data/CommercialPosters/0_real/5e1c368f9fea0cc37464c063_preview.jpg
DVP_311_06e3f5c03243,Data/CommercialPosters/1_fake/commercial_poster_0083.png
DVP_312_06e7b7df153a,Data/CommercialPosters/1_fake/commercial_poster_0988.png
DVP_313_06eac3a576af,Data/Tables/1_fake/table_0216.png
DVP_314_06ec60ab2600,Data/Receipts/1_fake/receipt_0733.png
DVP_315_06ecad67a691,Data/CommercialPosters/0_real/5b55a9c900f9c6103aed8de4_preview.jpg
DVP_316_06ee7f063244,Data/Receipts/1_fake/receipt_0414.png
DVP_317_06f5a62c28d9,Data/CommercialPosters/0_real/5d2365a58cba87f94353decc_preview.jpg
DVP_318_06f5afb88d37,Data/Tables/0_real/PMC5037545_table_2.jpg
DVP_319_06f82248e7a0,Data/CommercialPosters/0_real/5eb28aa0499b85dcc7dceb20_preview.jpg
DVP_320_06f9cddc3e0b,Data/CommercialPosters/1_fake/commercial_poster_0756.png
DVP_321_06fb2a9b4a68,Data/InfographicCharts/0_real/00051468.jpg
DVP_322_06fb8db40b1f,Data/Receipts/1_fake/receipt_0673.png
DVP_323_06fc157ffaa6,Data/Tables/0_real/PMC4547076_table_0.jpg
DVP_324_07020cd515bf,Data/UIScreenshots/0_real/54869.jpg
DVP_325_070354515253,Data/InfographicCharts/0_real/00046501.jpg
DVP_326_0705e9598fb0,Data/InfographicCharts/0_real/00052745.jpg
DVP_327_070847b1402a,Data/Tables/0_real/PMC5041408_table_0.jpg
DVP_328_07092f372b50,Data/CommercialPosters/1_fake/commercial_poster_1008.png
DVP_329_070e9ce8ff27,Data/InfographicCharts/1_fake/infographic_chart_0855.png
DVP_330_070ef28be0bf,Data/InfographicCharts/0_real/00009141.jpeg
DVP_331_07132334c0a5,Data/CommercialPosters/0_real/5d5fab71cf657b21ef3a7a46_preview.jpg
DVP_332_07199f0cfd9c,Data/CommercialPosters/0_real/5d1c6eeb8cba87f94345eb31_preview.jpg
