category,real_id,fake_id,real_region_count,fake_region_count,absolute_region_count_difference
CommercialPosters,DVP_228_05357c165fa8,DVP_146_0354770c085a,4,37,33
CommercialPosters,DVP_304_06b2bbc0fb9e,DVP_307_06c7f5d60f28,4,37,33
CommercialPosters,DVP_387_08b4afdf79c5,DVP_312_06e7b7df153a,4,37,33
CommercialPosters,DVP_442_09ecd4810526,DVP_401_091c23ff0d49,4,37,33
CommercialPosters,DVP_073_01d2c3267b57,DVP_165_03c37c8a842e,4,39,35
CommercialPosters,DVP_113_02b7f3ee0064,DVP_143_033c0b04d0e8,3,40,37
CommercialPosters,DVP_161_03ac139de54c,DVP_155_0397ead33b36,3,41,38
CommercialPosters,DVP_020_0067c7996c04,DVP_156_039851574579,3,41,38
CommercialPosters,DVP_332_07199f0cfd9c,DVP_353_07b87ee8329a,3,41,38
CommercialPosters,DVP_344_07722bc2fb56,DVP_104_0275cd7b3eb8,3,42,39
CommercialPosters,DVP_049_0118f3cf4061,DVP_357_07d1223d54bc,3,43,40
CommercialPosters,DVP_317_06f5a62c28d9,DVP_200_04a4f6f76a71,2,48,46
CommercialPosters,DVP_097_02492978d021,DVP_298_06a4c332cdf7,2,52,50
InfographicCharts,DVP_116_02beb0a67404,DVP_592_0e85adb10d0e,61,61,0
InfographicCharts,DVP_159_03a8a35a4bdf,DVP_351_07ae8b9000a5,43,43,0
InfographicCharts,DVP_169_03e5c2e492ad,DVP_222_050f95ac8ef6,46,46,0
InfographicCharts,DVP_019_0062f18128e1,DVP_506_0b22d1f82a55,57,57,0
InfographicCharts,DVP_246_05878b2bce2e,DVP_593_0eaeb55fdf58,34,34,0
InfographicCharts,DVP_278_063cae472877,DVP_574_0d453d7e358b,46,46,0
InfographicCharts,DVP_325_070354515253,DVP_488_0adb2e63d236,40,40,0
InfographicCharts,DVP_430_09b56a4a580e,DVP_392_08ddbd7a6855,26,26,0
InfographicCharts,DVP_466_0a71e8e5e411,DVP_297_06a231a4a243,42,42,0
InfographicCharts,DVP_469_0a7dcbbbe9b1,DVP_110_028f5270e575,37,37,0
InfographicCharts,DVP_478_0aab58efff9b,DVP_426_0996fb0186cc,54,54,0
InfographicCharts,DVP_492_0af08253c4f6,DVP_523_0b98808ec61b,58,58,0
InfographicCharts,DVP_494_0af6e996a392,DVP_477_0aa813c4162b,38,38,0
InfographicCharts,DVP_014_0042fe15d832,DVP_333_0719acecc8c7,30,31,1
InfographicCharts,DVP_133_0312b40955d7,DVP_596_0f56f0a940ec,22,21,1
InfographicCharts,DVP_021_006c5fceb252,DVP_108_028b65d87e95,65,66,1
InfographicCharts,DVP_272_06200c0d1051,DVP_053_0147eb1ff5d1,43,42,1
InfographicCharts,DVP_343_076c2901d01e,DVP_563_0d0220f9836f,39,38,1
InfographicCharts,DVP_380_087429440d86,DVP_032_00b1b3aebe3c,36,37,1
InfographicCharts,DVP_397_09011f0dc9e9,DVP_008_002425e25739,36,37,1
InfographicCharts,DVP_419_097a5f6cbe89,DVP_132_030983c8fa4b,48,49,1
InfographicCharts,DVP_144_03418685a0a2,DVP_258_05dd51433e7a,44,41,3
InfographicCharts,DVP_388_08bc05fd6276,DVP_221_05057e775dfb,46,49,3
InfographicCharts,DVP_072_01d0a9a5868e,DVP_507_0b299e3ae5a3,44,41,3
InfographicCharts,DVP_326_0705e9598fb0,DVP_399_091793ca9a04,45,49,4
InfographicCharts,DVP_361_07dc7c9c5809,DVP_017_0051c3354791,45,50,5
InfographicCharts,DVP_099_02500044356e,DVP_584_0de387de0e37,34,40,6
InfographicCharts,DVP_176_042b2bd0f18b,DVP_461_0a483db6bc65,33,51,18
InfographicCharts,DVP_299_06a7329d6aaf,DVP_078_01f03f916ae9,33,52,19
InfographicCharts,DVP_345_0785beaf7430,DVP_534_0be445e994d6,33,54,21
InfographicCharts,DVP_220_04ff3a203ea1,DVP_172_03f4be77758e,32,56,24
InfographicCharts,DVP_305_06b9f09225e7,DVP_597_0fba1bbaf3e7,32,57,25
InfographicCharts,DVP_376_0861c8af17f1,DVP_009_002812010de4,32,57,25
InfographicCharts,DVP_374_085132c893b3,DVP_076_01dd70ff61f2,30,58,28
InfographicCharts,DVP_453_0a277dbe7397,DVP_598_0fc05a5b3c90,29,59,30
InfographicCharts,DVP_230_054b5ff2e9db,DVP_547_0c5934136eaf,27,60,33
InfographicCharts,DVP_115_02baf01caec4,DVP_441_09e69ca7e8a4,25,66,41
InfographicCharts,DVP_321_06fb2a9b4a68,DVP_599_0fffe241b2c3,24,66,42
InfographicCharts,DVP_467_0a727f34c60f,DVP_590_0e3e6cd48d0b,24,67,43
InfographicCharts,DVP_300_06a8d7a82272,DVP_465_0a6eaae95691,23,71,48
InfographicCharts,DVP_183_044bf533b792,DVP_127_02f21a1a3a1c,20,73,53
InfographicCharts,DVP_061_01820d9ac11f,DVP_046_0107906549df,20,75,55
InfographicCharts,DVP_154_038ec4d9acc9,DVP_329_070e9ce8ff27,18,82,64
InfographicCharts,DVP_309_06cc3db4dfe8,DVP_447_0a12341e06e8,16,83,67
InfographicCharts,DVP_247_0591dae24548,DVP_095_02444e18871c,15,84,69
InfographicCharts,DVP_026_007a5bc356f2,DVP_138_0324926d8fb3,14,92,78
InfographicCharts,DVP_356_07c75f4bb5ae,DVP_037_00c137df1a71,14,112,98
InfographicCharts,DVP_330_070ef28be0bf,DVP_476_0aa5cd22c9ba,13,129,116
InfographicCharts,DVP_157_039dcd37c70e,DVP_600_1018518e19a6,11,172,161
InfographicCharts,DVP_381_0875edb01f77,DVP_142_03373680c2ff,6,192,186
Receipts,DVP_160_03aad9447ce8,DVP_101_02626788ced6,49,49,0
Receipts,DVP_203_04b1f35f7cd2,DVP_398_09093b1d690f,57,57,0
Receipts,DVP_206_04bb458310c6,DVP_117_02c2c2109c2c,46,46,0
Receipts,DVP_233_055881711938,DVP_217_04ee1825c968,52,52,0
Receipts,DVP_257_05d6d75ba1a4,DVP_347_079571b6428e,66,66,0
Receipts,DVP_273_06219bb18793,DVP_314_06ec60ab2600,60,60,0
Receipts,DVP_281_0648bc118ed2,DVP_386_08ad1f51ffec,56,56,0
Receipts,DVP_283_064bd67843bf,DVP_502_0b0c39795c86,57,57,0
Receipts,DVP_034_00b8efaf230b,DVP_472_0a8ccd749081,49,49,0
Receipts,DVP_039_00c60ed30745,DVP_185_046302a49031,46,46,0
Receipts,DVP_406_0933f7601889,DVP_243_0580f91e5eb6,65,65,0
Receipts,DVP_508_0b2daa12eef4,DVP_316_06ee7f063244,44,44,0
Receipts,DVP_573_0d3a801aee33,DVP_350_07abf14003c8,47,47,0
Receipts,DVP_587_0e240470850e,DVP_229_053bd991248f,45,45,0
Receipts,DVP_079_01f0f7822803,DVP_514_0b5494aa5257,44,44,0
Receipts,DVP_107_028675fa3647,DVP_295_06972b96417d,58,59,1
Receipts,DVP_120_02cdf19a37bd,DVP_091_022e6e2fb2a9,58,57,1
Receipts,DVP_137_0323464245f0,DVP_400_091833b1d8e6,51,50,1
Receipts,DVP_195_0493d80fb427,DVP_030_00993b6ea489,42,41,1
Receipts,DVP_204_04b76022cec2,DVP_069_01bcfb59c00e,43,44,1
Receipts,DVP_234_05652e2f5c76,DVP_269_061c926314fe,54,53,1
Receipts,DVP_370_082134b38ddd,DVP_451_0a1bf30491cb,71,72,1
Receipts,DVP_394_08f67efff123,DVP_393_08e51fce38ce,46,45,1
Receipts,DVP_543_0c0fc4ad15d5,DVP_018_00553172e64a,70,69,1
Receipts,DVP_448_0a12b2e81fd7,DVP_338_0754370039b2,58,60,2
Receipts,DVP_457_0a2f5b07486a,DVP_408_093b8b226594,58,60,2
Receipts,DVP_040_00c7f8f86a6c,DVP_463_0a4f6462c509,48,52,4
Receipts,DVP_517_0b808ff59f26,DVP_050_0134146f813d,48,52,4
Receipts,DVP_150_0387660d36e6,DVP_322_06fb8db40b1f,78,73,5
Receipts,DVP_438_09d4c45d9f86,DVP_503_0b12f118becc,46,52,6
Receipts,DVP_527_0bbb8d47377c,DVP_084_020c57b53519,46,52,6
Receipts,DVP_552_0c73901d22ad,DVP_064_01a3c38c16b2,46,53,7
Receipts,DVP_449_0a12f1a9ed0e,DVP_075_01dd5c9ef4fd,43,56,13
Receipts,DVP_098_024ea845b456,DVP_474_0aa31d995e7c,83,69,14
Receipts,DVP_118_02c420df5932,DVP_140_0334eaf629db,85,68,17
Receipts,DVP_223_051415fdb3ce,DVP_362_07e19bbb40d0,85,68,17
Receipts,DVP_458_0a395d20b5b8,DVP_092_0230c65280fe,42,60,18
Receipts,DVP_518_0b83c1f0d7cd,DVP_446_0a11d42a2c68,89,68,21
Receipts,DVP_548_0c648680fea6,DVP_100_025b82e7abe7,39,60,21
Receipts,DVP_181_0445b374d1b4,DVP_002_00095f59a74b,38,61,23
Receipts,DVP_591_0e7b9d8cbb06,DVP_166_03c659caa782,38,61,23
Receipts,DVP_187_0469d2b04791,DVP_211_04da34087c91,37,61,24
Receipts,DVP_294_068d8471a4d5,DVP_289_06712c21baa6,37,61,24
Receipts,DVP_089_021e6b7f3d69,DVP_129_030439c19eb0,35,62,27
Receipts,DVP_263_05f411beabc2,DVP_271_061ddbc60987,94,65,29
Receipts,DVP_270_061daf4d2946,DVP_282_064b9bc8a243,34,65,31
Receipts,DVP_202_04b0d548e7ef,DVP_417_096d2ae396fe,32,65,33
Receipts,DVP_087_021959f1cc95,DVP_479_0aabe73c0880,31,65,34
Receipts,DVP_583_0ddf9aea70b2,DVP_524_0b9fe5b0b6a6,29,65,36
Receipts,DVP_578_0d9f63e443c7,DVP_083_020bcbf9555b,26,65,39
Tables,DVP_001_00009dcb92a2,DVP_275_0628a182956e,89,89,0
Tables,DVP_264_05f715182da0,DVP_045_0102932205a0,66,66,0
Tables,DVP_308_06cb90a39306,DVP_533_0bde5bde8edc,62,62,0
Tables,DVP_047_010c0e55105c,DVP_589_0e39426a0cb8,66,66,0
Tables,DVP_105_027e6cc64a46,DVP_487_0ac86e298f6f,52,51,1
Tables,DVP_125_02e54b8f701c,DVP_023_0074132a6a8f,77,78,1
Tables,DVP_148_0375f6440449,DVP_540_0c0327a75d7d,48,49,1
Tables,DVP_174_04206ec3a991,DVP_485_0ac25504a793,110,109,1
Tables,DVP_256_05bcf0e4390b,DVP_454_0a2a001f89a0,90,89,1
Tables,DVP_327_070847b1402a,DVP_582_0ddbd52ca9dc,95,96,1
Tables,DVP_044_00fc768ab465,DVP_456_0a2e0434ae64,73,74,1
Tables,DVP_475_0aa3e5b9d645,DVP_497_0afab10feca7,88,89,1
Tables,DVP_513_0b4fc482e725,DVP_588_0e2886d2ca51,75,74,1
Tables,DVP_520_0b8683f97015,DVP_569_0d27b46680a5,85,84,1
Tables,DVP_539_0bfc93ae11a6,DVP_214_04e008138b45,35,34,1
Tables,DVP_055_015b3d437c3f,DVP_180_0443de151181,114,113,1
Tables,DVP_576_0d707e1fb02d,DVP_537_0bf60152b0b8,60,59,1
Tables,DVP_595_0f075f130556,DVP_349_07a28143d15d,66,65,1
Tables,DVP_085_02153df6c4ff,DVP_575_0d5e0b407b92,62,63,1
Tables,DVP_443_0a031680e02e,DVP_355_07b97707b21b,67,69,2
Tables,DVP_068_01b7dd76924d,DVP_389_08c3bf96b2a8,43,45,2
Tables,DVP_207_04be1decd5a7,DVP_213_04dde085746c,40,46,6
Tables,DVP_412_09531beef8fb,DVP_557_0cc2d3f2ee63,77,71,6
Tables,DVP_058_017aab6a650f,DVP_071_01c448a8c43e,52,46,6
Tables,DVP_455_0a2bf208d3da,DVP_436_09d109c1c88e,77,69,8
Tables,DVP_242_057cb83b5492,DVP_313_06eac3a576af,242,232,10
Tables,DVP_025_007a18897b6b,DVP_585_0df3b9548ded,54,65,11
Tables,DVP_252_05af351b86a9,DVP_238_0577b5ec76f7,19,8,11
Tables,DVP_336_0733c3e8a3b3,DVP_102_026c06614ebc,172,183,11
Tables,DVP_521_0b8775e24d4b,DVP_565_0d0862a1c4f7,81,92,11
Tables,DVP_080_02038acf881a,DVP_177_042ba6e59683,80,93,13
Tables,DVP_134_03136ff596c5,DVP_237_0574f4250145,221,185,36
Tables,DVP_383_088dcdc974ae,DVP_372_083cb8ec8edb,54,99,45
Tables,DVP_059_017d3d27150e,DVP_561_0cf99f903083,53,118,65
Tables,DVP_086_0215f3edd77a,DVP_167_03c8de266eae,39,119,80
Tables,DVP_288_0670ebd21693,DVP_579_0db7e246f96c,38,119,81
Tables,DVP_239_0578de0713ab,DVP_016_004b61a8ee7f,37,120,83
Tables,DVP_546_0c35ee179889,DVP_265_05fd54a1df02,244,161,83
Tables,DVP_318_06f5afb88d37,DVP_580_0dc6607c3d27,36,120,84
Tables,DVP_554_0c83b75f37fd,DVP_522_0b90074a8bea,35,121,86
Tables,DVP_571_0d33cc1ff3c0,DVP_189_047b26ce1df2,33,126,93
Tables,DVP_126_02e5f6f2c44f,DVP_428_099c390a19b1,31,128,97
Tables,DVP_266_0604f19f6ccf,DVP_440_09dd80be3307,31,135,104
Tables,DVP_291_068341918411,DVP_432_09c519a7a772,27,138,111
Tables,DVP_594_0eb5cb2fbda0,DVP_135_0318c2e08df7,25,139,114
Tables,DVP_510_0b3eadae6ccf,DVP_096_0247d1ae6c06,24,142,118
Tables,DVP_147_035dcdeffaa7,DVP_232_0557ecf841ed,23,144,121
Tables,DVP_496_0af987aa3da7,DVP_541_0c0a410ac2ed,23,146,123
Tables,DVP_225_05251c333219,DVP_535_0be66644c1a1,20,159,139
Tables,DVP_323_06fc157ffaa6,DVP_136_031ee141cbe8,20,363,343
UIScreenshots,DVP_103_0275720d8098,DVP_151_03877dd71d94,21,21,0
UIScreenshots,DVP_013_003f16df2207,DVP_471_0a8abc806a03,44,44,0
UIScreenshots,DVP_121_02ce358ab638,DVP_054_0155a51ce8a6,20,20,0
UIScreenshots,DVP_205_04bace07540b,DVP_261_05e8a2cd8626,21,21,0
UIScreenshots,DVP_276_062f0a8d0e3c,DVP_057_01794c2b6b86,35,35,0
UIScreenshots,DVP_429_09a373bf6892,DVP_423_098d896b0629,17,17,0
UIScreenshots,DVP_528_0bbd51a7d084,DVP_555_0caaa238d128,24,24,0
UIScreenshots,DVP_231_054ccee07886,DVP_033_00b8639a4298,16,15,1
UIScreenshots,DVP_248_05963696e4fa,DVP_577_0d974f058e57,32,33,1
UIScreenshots,DVP_262_05f12da2185d,DVP_352_07b50bd5e5b7,18,19,1
UIScreenshots,DVP_267_0611c0c5312d,DVP_511_0b4673a284b5,20,19,1
UIScreenshots,DVP_568_0d1888b938df,DVP_109_028c03e060d4,34,36,2
UIScreenshots,DVP_378_08663f1ea7ab,DVP_182_044abe50d348,32,36,4
UIScreenshots,DVP_199_04a0d7791ed9,DVP_163_03b7647ad693,31,38,7
UIScreenshots,DVP_060_017dd1a3bd75,DVP_556_0cb13e09d767,30,39,9
UIScreenshots,DVP_164_03b8c995fbde,DVP_106_0285171d2cea,29,40,11
UIScreenshots,DVP_175_042344ee216c,DVP_250_05a71a0b6a74,28,40,12
UIScreenshots,DVP_566_0d0b4ae97bea,DVP_284_065425d2189d,28,40,12
UIScreenshots,DVP_192_048c22541787,DVP_292_0684f21da187,27,41,14
UIScreenshots,DVP_439_09da3c093f0c,DVP_407_0935fff55cb4,26,41,15
UIScreenshots,DVP_193_048c859d70ad,DVP_065_01abd78c859f,23,41,18
UIScreenshots,DVP_240_057a58b188c4,DVP_029_0090071373da,23,43,20
UIScreenshots,DVP_077_01ece75e67f5,DVP_302_06ac0fe5f1cd,23,43,20
UIScreenshots,DVP_123_02d2900ddb7d,DVP_368_0809ab371545,22,43,21
UIScreenshots,DVP_210_04cb7826c9d6,DVP_006_001b9f70299d,22,43,21
UIScreenshots,DVP_324_07020cd515bf,DVP_532_0bdd69ae8d87,22,44,22
UIScreenshots,DVP_290_0674383e7fe1,DVP_168_03d3999357b4,21,45,24
UIScreenshots,DVP_544_0c190221458c,DVP_334_0721e3a0054b,17,46,29
UIScreenshots,DVP_424_098d92349b99,DVP_346_079075ae269e,16,47,31
UIScreenshots,DVP_542_0c0dd4b8e1c9,DVP_459_0a3f8c2f36be,16,47,31
UIScreenshots,DVP_028_008b321370d4,DVP_131_0306afffdb58,14,50,36
UIScreenshots,DVP_505_0b1a50c49c30,DVP_244_058149c3cbf6,14,52,38
UIScreenshots,DVP_052_0143021eaa7a,DVP_490_0ae69cddc805,14,52,38
UIScreenshots,DVP_525_0baeeae35400,DVP_501_0b09ac319ee6,14,52,38
UIScreenshots,DVP_526_0bb0e4aba7d2,DVP_586_0dfe07ac9862,14,52,38
UIScreenshots,DVP_066_01ad978401b4,DVP_560_0cf53e32a7a0,12,53,41
UIScreenshots,DVP_245_05859fa4600a,DVP_377_0864c1d5629d,11,55,44
UIScreenshots,DVP_287_06658eb92da2,DVP_516_0b7ea07dd90c,11,55,44
UIScreenshots,DVP_354_07b8e61682b3,DVP_515_0b65f6ad503a,11,56,45
UIScreenshots,DVP_402_092037b6ca2d,DVP_149_037c5b2e99f7,11,57,46
UIScreenshots,DVP_303_06b1c8694802,DVP_043_00d9532b88f5,10,58,48
UIScreenshots,DVP_468_0a795d87e371,DVP_337_074f3b847c71,10,59,49
UIScreenshots,DVP_512_0b4a7e9ddf64,DVP_094_023f9b1d5afe,10,59,49
UIScreenshots,DVP_550_0c6bd7f1c444,DVP_048_010e09ec457f,10,60,50
UIScreenshots,DVP_418_097299734482,DVP_171_03e8abbcb43d,9,63,54
UIScreenshots,DVP_363_07e20e8a1b1f,DVP_141_03361b066ff3,8,64,56
UIScreenshots,DVP_499_0b02e14ea7ae,DVP_004_000f693d4a62,8,64,56
UIScreenshots,DVP_007_0020f18400cc,DVP_236_056c730887a6,8,67,59
UIScreenshots,DVP_268_061bf1da0ccc,DVP_364_07e5c488c358,7,71,64
UIScreenshots,DVP_201_04afcd64dc6f,DVP_551_0c6c6a07b0e9,5,76,71
