pilot_id,relative_path,category,label,image_width,image_height,region_count,union_coverage_norm,sum_box_area_norm,mean_box_area_norm,median_box_area_norm,std_box_area_norm,mean_box_width_norm,mean_box_height_norm,mean_confidence,low_confidence_fraction,center_x_mean,center_x_std,center_y_mean,center_y_std,center_x_span,center_y_span,nearest_neighbor_mean_norm,nearest_neighbor_median_norm,nearest_neighbor_std_norm,pairwise_distance_mean_norm,pairwise_distance_std_norm,row_alignment_fraction,column_alignment_fraction,angle_mean_abs_deg,angle_std_deg,rotated_fraction_gt_5deg,ocr_runtime_seconds,center_grid_0_0,center_grid_0_1,center_grid_0_2,center_grid_0_3,center_grid_1_0,center_grid_1_1,center_grid_1_2,center_grid_1_3,center_grid_2_0,center_grid_2_1,center_grid_2_2,center_grid_2_3,center_grid_3_0,center_grid_3_1,center_grid_3_2,center_grid_3_3
DVP_015_0046cf9c9f1a,Data/AcademicPosters/1_fake/academic_poster_0602.png,AcademicPosters,1,1402,1122,204,0.24533060315392238,0.24665393974993702,0.0012090879399506717,0.0005638748820757716,0.002659555274906599,0.07831599116108641,0.015243263080633321,0.8488431278029297,0.12254901960784313,0.4091498170926064,0.26172235659228066,0.5797875411115664,0.24253275003194005,0.9265335235378032,0.9367151843613246,0.026558887171810253,0.01857420081238921,0.01642191823329361,0.45192850447617483,0.2272806014496246,0.057278083647252,0.05099971022891915,2.0729491533186533,10.80982945912858,0.08823529411764706,0.29343619999963266,0.03431372549019608,0.0392156862745098,0.03431372549019608,0.014705882352941176,0.04411764705882353,0.06372549019607843,0.08333333333333333,0.058823529411764705,0.14215686274509803,0.12254901960784313,0.058823529411764705,0.014705882352941176,0.10784313725490197,0.08333333333333333,0.049019607843137254,0.049019607843137254
DVP_016_004b61a8ee7f,Data/Tables/1_fake/table_0726.png,Tables,1,1402,1122,120,0.3488862994296409,0.349044591251103,0.002908704927092525,0.0016528463285197363,0.004328696090834368,0.1224857346647646,0.023120915032679736,0.9078566012801959,0.008333333333333333,0.5274024292127677,0.2700789650646913,0.5031957219482118,0.20173795704154307,0.8363052781740371,0.9393939393939393,0.04239747529087499,0.04278074866310161,0.009550010660360453,0.4310767882248126,0.20824128860713162,0.05322128851540616,0.10798319327731093,0.22185262473115774,0.7586824008339798,0.0,0.27561040000000503,0.016666666666666666,0.058333333333333334,0.025,0.03333333333333333,0.06666666666666667,0.11666666666666667,0.09166666666666666,0.08333333333333333,0.075,0.125,0.1,0.1,0.025,0.05,0.016666666666666666,0.016666666666666666
DVP_017_0051c3354791,Data/InfographicCharts/1_fake/infographic_chart_0399.png,InfographicCharts,1,1402,1122,50,0.1570321717796832,0.1573258599250879,0.003146517198501758,0.0014780260437724565,0.00517751487187055,0.1070328102710414,0.027540106951871656,0.9002124164217851,0.02,0.44765338855469516,0.30419503744713666,0.5560332810071646,0.2756551142069555,0.848074179743224,0.9032976827094474,0.061486290875563746,0.04205315294159786,0.046788801568022224,0.5303154427172014,0.25036900559458836,0.04326530612244898,0.10530612244897959,0.5048344425989416,1.1700841177143633,0.0,0.2600670000010723,0.02,0.06,0.02,0.08,0.12,0.04,0.06,0.02,0.12,0.02,0.04,0.02,0.08,0.08,0.14,0.08
DVP_018_00553172e64a,Data/Receipts/1_fake/receipt_0214.png,Receipts,1,1015,1549,69,0.23290125203929438,0.23290125203929438,0.0033753804643375995,0.001903023402990011,0.002985576448904792,0.16014849717998145,0.021163724141802558,0.9141332361137687,0.014492753623188406,0.5130307801082391,0.250836562067989,0.44221325058667105,0.18517709696324036,0.7807881773399015,0.8760490639122014,0.03394286362714182,0.025354387565418114,0.01688364079387872,0.3983755199513587,0.1964055126140327,0.03836317135549872,0.10230179028132992,9.28219443367666,27.22280760328691,0.10144927536231885,0.20938030000070285,0.014492753623188406,0.10144927536231885,0.014492753623188406,0.0,0.11594202898550725,0.13043478260869565,0.2028985507246377,0.13043478260869565,0.043478260869565216,0.028985507246376812,0.07246376811594203,0.07246376811594203,0.0,0.07246376811594203,0.0,0.0
DVP_019_0062f18128e1,Data/InfographicCharts/0_real/00000395.jpeg,InfographicCharts,0,1200,1200,57,0.24100422463119922,0.24208368055555557,0.004247082115009747,0.0027083333333333334,0.003849533109091464,0.11635964912280702,0.03533625730994151,0.8866042290899906,0.03508771929824561,0.46065190461478167,0.2553190940351272,0.39855938329174206,0.2592973008722083,0.8383333333333334,0.8637499999999999,0.063605847012161,0.0496392345086122,0.03250352659193069,0.4612775571327876,0.2383238672069455,0.08646616541353383,0.046365914786967416,1.8978450299294463,11.873024705180883,0.017543859649122806,0.34679589999905147,0.08771929824561403,0.07017543859649122,0.12280701754385964,0.03508771929824561,0.12280701754385964,0.12280701754385964,0.12280701754385964,0.017543859649122806,0.0,0.03508771929824561,0.017543859649122806,0.017543859649122806,0.05263157894736842,0.05263157894736842,0.07017543859649122,0.05263157894736842
DVP_020_0067c7996c04,Data/CommercialPosters/0_real/5ecd32ca499b85dcc7980750_preview.jpg,CommercialPosters,0,576,1024,3,0.09849770370314384,0.0985599093967014,0.0328533031322338,0.032908121744791664,0.008025604487402896,0.5271990740740741,0.0673828125,0.8795277490957348,0.0,0.5550150157651657,0.04283413079189738,0.27628483150979216,0.05442177487357008,0.10492023048228083,0.13330078125,0.0981199295716425,0.08529103838639727,0.01814279190438245,0.11750049324747863,0.024147693675793714,0.0,0.0,1.1988120613225892,0.5246461997415258,0.0,0.1846138000000792,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DVP_021_006c5fceb252,Data/InfographicCharts/0_real/00015440.jpeg,InfographicCharts,0,1200,1200,65,0.2951349577753346,0.30138645833333333,0.004636714743589744,0.0022,0.0055194336374352095,0.14123076923076922,0.03391025641025642,0.8676588549325608,0.09230769230769231,0.41660589825030525,0.28807548368353664,0.4327023905094402,0.23993889076871944,0.90375,0.8641666666666666,0.06442208605788714,0.059266347955648585,0.03815031913599235,0.4789510826985723,0.2368852337105625,0.051923076923076926,0.06153846153846154,8.889203720649625,26.6142756018185,0.09230769230769231,0.33799899999939953,0.09230769230769231,0.1076923076923077,0.046153846153846156,0.015384615384615385,0.12307692307692308,0.09230769230769231,0.03076923076923077,0.06153846153846154,0.09230769230769231,0.06153846153846154,0.03076923076923077,0.12307692307692308,0.046153846153846156,0.06153846153846154,0.0,0.015384615384615385
DVP_022_0071d7b81993,Data/CommercialPosters/1_fake/commercial_poster_0990.png,CommercialPosters,1,1086,1448,31,0.16524125484570068,0.16589497929448632,0.00535145094498343,0.0016552964398726128,0.01331673053533257,0.1445375155943682,0.021609338798788093,0.9016123151786857,0.0,0.34020334735692603,0.19648345122681296,0.6139992996606765,0.24945705589057665,0.6979742173112339,0.8794889502762431,0.04401232824334683,0.02135586477357211,0.03452805376754159,0.3916395777164459,0.23454186080081915,0.06451612903225806,0.1870967741935484,0.11370176366077227,0.5228931155681411,0.0,0.2452240000002348,0.0,0.03225806451612903,0.06451612903225806,0.0,0.0967741935483871,0.0967741935483871,0.06451612903225806,0.0,0.3225806451612903,0.0,0.0,0.0,0.16129032258064516,0.06451612903225806,0.03225806451612903,0.06451612903225806
DVP_023_0074132a6a8f,Data/Tables/1_fake/table_0293.png,Tables,1,1375,1144,78,0.3384477516621188,0.3384643992371265,0.00433928716970675,0.004150190718372537,0.002096023873048174,0.17802331002331004,0.0261901559978483,0.8865852704383675,0.0,0.48054881237897884,0.26519837077438796,0.5113561688338798,0.26483394198159066,0.8258181818181818,0.909965034965035,0.039638954569896245,0.033208465922765065,0.017373400713279245,0.48358241429802423,0.22523528246444555,0.030636030636030636,0.14219114219114218,0.4053883153067484,0.558955633383551,0.0,0.30216660000041884,0.038461538461538464,0.07692307692307693,0.0641025641025641,0.038461538461538464,0.0641025641025641,0.07692307692307693,0.08974358974358974,0.05128205128205128,0.05128205128205128,0.0641025641025641,0.08974358974358974,0.0641025641025641,0.038461538461538464,0.0641025641025641,0.07692307692307693,0.05128205128205128
DVP_024_007917063fc5,Data/AcademicPosters/1_fake/academic_poster_0216.png,AcademicPosters,1,1402,1122,201,0.22033594622361985,0.22230719547577815,0.0011060059476406872,0.0007653949921299087,0.0012430627174098091,0.07247641961377138,0.014832255833133797,0.865152205168659,0.08955223880597014,0.5562637720484692,0.2827445724436343,0.5474541656217526,0.26307764372296166,0.9038022957343671,0.9523172905525846,0.027251108323342446,0.0218389192671071,0.020828181119636947,0.4932590605729381,0.2376882881165001,0.04786069651741293,0.05865671641791045,0.24177990051121415,0.9264788341343383,0.009950248756218905,0.29424939999989874,0.014925373134328358,0.04477611940298507,0.04975124378109453,0.05970149253731343,0.06965174129353234,0.03482587064676617,0.0845771144278607,0.07462686567164178,0.0845771144278607,0.029850746268656716,0.08955223880597014,0.10945273631840796,0.024875621890547265,0.07462686567164178,0.07960199004975124,0.07462686567164178
DVP_025_007a18897b6b,Data/Tables/0_real/PMC5664791_table_1.jpg,Tables,0,685,261,54,0.2912701235523842,0.294448639427245,0.005452752581986018,0.0029364879603993622,0.006975164320924077,0.10905650175723168,0.05094366397048389,0.8546439644872947,0.05555555555555555,0.36063884888849423,0.25300625708800645,0.4590400254806159,0.23930508819229487,0.8580518162589101,0.7950191570881225,0.0671758856486297,0.06536969274773315,0.02595551395994833,0.44771863132231576,0.21606198039678187,0.0957372466806429,0.07826694619147449,3.8674502161733613,17.183692736062845,0.05555555555555555,0.163792099998318,0.1111111111111111,0.05555555555555555,0.09259259259259259,0.07407407407407407,0.1111111111111111,0.07407407407407407,0.05555555555555555,0.0,0.12962962962962962,0.05555555555555555,0.07407407407407407,0.018518518518518517,0.05555555555555555,0.05555555555555555,0.018518518518518517,0.018518518518518517
DVP_026_007a5bc356f2,Data/InfographicCharts/0_real/00057800.jpg,InfographicCharts,0,1066,567,14,0.10756474780865025,0.10756474780865025,0.007683196272046446,0.005727786215591094,0.008454954681192877,0.19358080943446798,0.037792894935752074,0.897069137651718,0.0,0.4456575072255468,0.24316170726768424,0.3913158033741934,0.24555342003827188,0.6632270168855534,0.8227513227513227,0.09636137967472662,0.041464610926541405,0.11721292375557726,0.45314413541431414,0.22777516685777496,0.03296703296703297,0.15384615384615385,0.23931530831002792,0.44440580158474163,0.0,0.20105510000030336,0.0,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0,0.0,0.14285714285714285,0.0,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0
DVP_027_007f8f10cccb,Data/AcademicPosters/1_fake/academic_poster_0807.png,AcademicPosters,1,1402,1122,176,0.2735960422069681,0.2759477802273808,0.0015678851149283001,0.0007851020060468748,0.002679019042781991,0.08913808196083517,0.017283462971965646,0.8505391336064343,0.13068181818181818,0.4831389137258045,0.2673700798296221,0.570435491884239,0.2723493514045174,0.9234290416955857,0.945632798573975,0.03235685194790116,0.025732164167942596,0.021974833766458528,0.48826666237297744,0.23362838085600568,0.047857142857142855,0.053831168831168834,3.629243680559197,16.510409573727397,0.07386363636363637,0.28506689999994705,0.028409090909090908,0.03977272727272727,0.017045454545454544,0.05113636363636364,0.0625,0.07386363636363637,0.10227272727272728,0.03977272727272727,0.08522727272727272,0.05113636363636364,0.06818181818181818,0.06818181818181818,0.07386363636363637,0.13068181818181818,0.07386363636363637,0.03409090909090909
DVP_028_008b321370d4,Data/UIScreenshots/0_real/53059.jpg,UIScreenshots,0,540,960,14,0.039349922839506175,0.03934992283950617,0.0028107087742504405,0.0006963734567901234,0.004999794137924726,0.11044973544973545,0.020684523809523802,0.846431472979465,0.07142857142857142,0.45218253968253963,0.23401696253586865,0.06822916666666666,0.17351747226733003,0.8305555555555555,0.6760416666666667,0.09979074841705828,0.057871532921606114,0.14693103399547042,0.3552640092316286,0.23788496620527758,0.7252747252747253,0.02197802197802198,6.428571428571429,23.17854391369707,0.07142857142857142,0.18363599999975122,0.21428571428571427,0.35714285714285715,0.21428571428571427,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0
DVP_029_0090071373da,Data/UIScreenshots/1_fake/ui_0153.png,UIScreenshots,1,941,1672,43,0.10401458784988658,0.10507724908348545,0.0024436569554298943,0.001983027320014847,0.0015843174534512035,0.1332575439290216,0.019291754756871036,0.8546186976331278,0.11627906976744186,0.2594282765445981,0.21347069058654802,0.5259785421070493,0.31148331418916886,0.8936630865343538,0.9747587818850217,0.07103922432074523,0.050570827446038406,0.10312673814265909,0.45865604891100725,0.28567094017986133,0.03433001107419712,0.13399778516057587,5.685753308564599,19.6584264458143,0.06976744186046512,0.19258869999976014,0.20930232558139536,0.0,0.0,0.023255813953488372,0.16279069767441862,0.09302325581395349,0.0,0.0,0.18604651162790697,0.023255813953488372,0.0,0.0,0.18604651162790697,0.023255813953488372,0.046511627906976744,0.046511627906976744
DVP_030_00993b6ea489,Data/Receipts/1_fake/receipt_1061.png,Receipts,1,1023,1537,41,0.19136821231391718,0.1913682123139172,0.004667517373510175,0.003907524464957252,0.004215026440749881,0.20544548553989936,0.02197819635971246,0.9201396457554928,0.0,0.5610045464940464,0.24876073063856052,0.5243667875706172,0.20690106844242276,0.7517106549364614,0.8256420008625073,0.04594131971226923,0.041697568120765256,0.017401530035124246,0.41917889570886446,0.19723959418613796,0.02804878048780488,0.09268292682926829,9.106334908518797,26.786253003807516,0.0975609756097561,0.2123078999993595,0.024390243902439025,0.0,0.04878048780487805,0.024390243902439025,0.0975609756097561,0.04878048780487805,0.07317073170731707,0.14634146341463414,0.04878048780487805,0.14634146341463414,0.04878048780487805,0.14634146341463414,0.0,0.12195121951219512,0.0,0.024390243902439025
DVP_031_00a25e8951c0,Data/AcademicPosters/0_real/NeurIPS_2022_54176_Streaming Radiance Fields for 3D Video Synthesis.png,AcademicPosters,0,4512,2208,148,0.23385065561904336,0.2415156302195755,0.0016318623663484832,0.0009008786553088705,0.0018084551345255038,0.07485743722445849,0.0213963963963964,0.8144485740545714,0.22297297297297297,0.6340042738030041,0.28199137038857397,0.49661399345573015,0.2617203434127295,0.9394946808510638,0.9406702898550725,0.031270966741461084,0.023329825194847352,0.023021968814593348,0.47623898895873296,0.2669149675743903,0.0652693509836367,0.059018201875344733,3.34945416181563,16.362117411298357,0.06756756756756757,0.2312007000000449,0.02702702702702703,0.033783783783783786,0.02027027027027027,0.04054054054054054,0.02027027027027027,0.02027027027027027,0.10810810810810811,0.3108108108108108,0.013513513513513514,0.02702702702702703,0.0472972972972973,0.06756756756756757,0.060810810810810814,0.08783783783783784,0.05405405405405406,0.060810810810810814
DVP_032_00b1b3aebe3c,Data/InfographicCharts/1_fake/infographic_chart_0359.png,InfographicCharts,1,1254,1254,37,0.1303395490210671,0.13118308494158407,0.0035454887822049747,0.0017227169707653212,0.005844217292014375,0.13664382085434718,0.025238156817104188,0.8825090666238653,0.0,0.48324339747265094,0.18979284828551324,0.5142097270307155,0.2352214317977021,0.7178839507803386,0.9204588753194687,0.04189544586465977,0.024335238468368596,0.03002574101490901,0.39301091623674234,0.18253311765224992,0.04054054054054054,0.11711711711711711,3.687348275904448,15.018946852640935,0.10810810810810811,0.32802710000032675,0.0,0.10810810810810811,0.02702702702702703,0.0,0.08108108108108109,0.13513513513513514,0.10810810810810811,0.02702702702702703,0.05405405405405406,0.10810810810810811,0.10810810810810811,0.08108108108108109,0.0,0.08108108108108109,0.08108108108108109,0.0
