category,real_id,fake_id,real_region_count,fake_region_count,absolute_region_count_difference
Receipts,DVP_573_0d3a801aee33,DVP_350_07abf14003c8,47,47,0
Receipts,DVP_587_0e240470850e,DVP_229_053bd991248f,45,45,0
Receipts,DVP_079_01f0f7822803,DVP_514_0b5494aa5257,44,44,0
Receipts,DVP_107_028675fa3647,DVP_295_06972b96417d,58,59,1
Receipts,DVP_120_02cdf19a37bd,DVP_091_022e6e2fb2a9,58,57,1
Receipts,DVP_137_0323464245f0,DVP_400_091833b1d8e6,51,50,1
Receipts,DVP_195_0493d80fb427,DVP_030_00993b6ea489,42,41,1
Receipts,DVP_204_04b76022cec2,DVP_069_01bcfb59c00e,43,44,1
Receipts,DVP_234_05652e2f5c76,DVP_269_061c926314fe,54,53,1
Receipts,DVP_370_082134b38ddd,DVP_451_0a1bf30491cb,71,72,1
Receipts,DVP_394_08f67efff123,DVP_393_08e51fce38ce,46,45,1
Receipts,DVP_543_0c0fc4ad15d5,DVP_018_00553172e64a,70,69,1
Receipts,DVP_448_0a12b2e81fd7,DVP_338_0754370039b2,58,60,2
Receipts,DVP_457_0a2f5b07486a,DVP_408_093b8b226594,58,60,2
Receipts,DVP_040_00c7f8f86a6c,DVP_463_0a4f6462c509,48,52,4
Receipts,DVP_517_0b808ff59f26,DVP_050_0134146f813d,48,52,4
Receipts,DVP_150_0387660d36e6,DVP_322_06fb8db40b1f,78,73,5
Receipts,DVP_438_09d4c45d9f86,DVP_503_0b12f118becc,46,52,6
Receipts,DVP_527_0bbb8d47377c,DVP_084_020c57b53519,46,52,6
Receipts,DVP_552_0c73901d22ad,DVP_064_01a3c38c16b2,46,53,7
Receipts,DVP_449_0a12f1a9ed0e,DVP_075_01dd5c9ef4fd,43,56,13
Receipts,DVP_098_024ea845b456,DVP_474_0aa31d995e7c,83,69,14
Receipts,DVP_118_02c420df5932,DVP_140_0334eaf629db,85,68,17
Receipts,DVP_223_051415fdb3ce,DVP_362_07e19bbb40d0,85,68,17
Receipts,DVP_458_0a395d20b5b8,DVP_092_0230c65280fe,42,60,18
Tables,DVP_001_00009dcb92a2,DVP_275_0628a182956e,89,89,0
Tables,DVP_264_05f715182da0,DVP_045_0102932205a0,66,66,0
Tables,DVP_308_06cb90a39306,DVP_533_0bde5bde8edc,62,62,0
Tables,DVP_047_010c0e55105c,DVP_589_0e39426a0cb8,66,66,0
Tables,DVP_105_027e6cc64a46,DVP_487_0ac86e298f6f,52,51,1
Tables,DVP_125_02e54b8f701c,DVP_023_0074132a6a8f,77,78,1
Tables,DVP_148_0375f6440449,DVP_540_0c0327a75d7d,48,49,1
Tables,DVP_174_04206ec3a991,DVP_485_0ac25504a793,110,109,1
Tables,DVP_256_05bcf0e4390b,DVP_454_0a2a001f89a0,90,89,1
Tables,DVP_327_070847b1402a,DVP_582_0ddbd52ca9dc,95,96,1
Tables,DVP_044_00fc768ab465,DVP_456_0a2e0434ae64,73,74,1
Tables,DVP_475_0aa3e5b9d645,DVP_497_0afab10feca7,88,89,1
Tables,DVP_513_0b4fc482e725,DVP_588_0e2886d2ca51,75,74,1
Tables,DVP_520_0b8683f97015,DVP_569_0d27b46680a5,85,84,1
Tables,DVP_539_0bfc93ae11a6,DVP_214_04e008138b45,35,34,1
Tables,DVP_055_015b3d437c3f,DVP_180_0443de151181,114,113,1
Tables,DVP_576_0d707e1fb02d,DVP_537_0bf60152b0b8,60,59,1
Tables,DVP_595_0f075f130556,DVP_349_07a28143d15d,66,65,1
Tables,DVP_085_02153df6c4ff,DVP_575_0d5e0b407b92,62,63,1
Tables,DVP_443_0a031680e02e,DVP_355_07b97707b21b,67,69,2
Tables,DVP_068_01b7dd76924d,DVP_389_08c3bf96b2a8,43,45,2
Tables,DVP_207_04be1decd5a7,DVP_213_04dde085746c,40,46,6
Tables,DVP_412_09531beef8fb,DVP_557_0cc2d3f2ee63,77,71,6
Tables,DVP_058_017aab6a650f,DVP_071_01c448a8c43e,52,46,6
Tables,DVP_455_0a2bf208d3da,DVP_436_09d109c1c88e,77,69,8
Tables,DVP_242_057cb83b5492,DVP_313_06eac3a576af,242,232,10
Tables,DVP_025_007a18897b6b,DVP_585_0df3b9548ded,54,65,11
Tables,DVP_252_05af351b86a9,DVP_238_0577b5ec76f7,19,8,11
Tables,DVP_336_0733c3e8a3b3,DVP_102_026c06614ebc,172,183,11
Tables,DVP_521_0b8775e24d4b,DVP_565_0d0862a1c4f7,81,92,11
Tables,DVP_080_02038acf881a,DVP_177_042ba6e59683,80,93,13
UIScreenshots,DVP_103_0275720d8098,DVP_151_03877dd71d94,21,21,0
UIScreenshots,DVP_013_003f16df2207,DVP_471_0a8abc806a03,44,44,0
UIScreenshots,DVP_121_02ce358ab638,DVP_054_0155a51ce8a6,20,20,0
UIScreenshots,DVP_205_04bace07540b,DVP_261_05e8a2cd8626,21,21,0
UIScreenshots,DVP_276_062f0a8d0e3c,DVP_057_01794c2b6b86,35,35,0
UIScreenshots,DVP_429_09a373bf6892,DVP_423_098d896b0629,17,17,0
UIScreenshots,DVP_528_0bbd51a7d084,DVP_555_0caaa238d128,24,24,0
UIScreenshots,DVP_231_054ccee07886,DVP_033_00b8639a4298,16,15,1
UIScreenshots,DVP_248_05963696e4fa,DVP_577_0d974f058e57,32,33,1
UIScreenshots,DVP_262_05f12da2185d,DVP_352_07b50bd5e5b7,18,19,1
UIScreenshots,DVP_267_0611c0c5312d,DVP_511_0b4673a284b5,20,19,1
UIScreenshots,DVP_568_0d1888b938df,DVP_109_028c03e060d4,34,36,2
UIScreenshots,DVP_378_08663f1ea7ab,DVP_182_044abe50d348,32,36,4
UIScreenshots,DVP_199_04a0d7791ed9,DVP_163_03b7647ad693,31,38,7
UIScreenshots,DVP_060_017dd1a3bd75,DVP_556_0cb13e09d767,30,39,9
UIScreenshots,DVP_164_03b8c995fbde,DVP_106_0285171d2cea,29,40,11
UIScreenshots,DVP_175_042344ee216c,DVP_250_05a71a0b6a74,28,40,12
UIScreenshots,DVP_566_0d0b4ae97bea,DVP_284_065425d2189d,28,40,12
UIScreenshots,DVP_192_048c22541787,DVP_292_0684f21da187,27,41,14
UIScreenshots,DVP_439_09da3c093f0c,DVP_407_0935fff55cb4,26,41,15
UIScreenshots,DVP_193_048c859d70ad,DVP_065_01abd78c859f,23,41,18
UIScreenshots,DVP_240_057a58b188c4,DVP_029_0090071373da,23,43,20
UIScreenshots,DVP_077_01ece75e67f5,DVP_302_06ac0fe5f1cd,23,43,20
