scope,feature_group,fold,balanced_accuracy,images,features
CommercialPosters,quantity_only,3,0.25,18,10
CommercialPosters,quantity_only,4,0.25,18,10
CommercialPosters,quantity_only,5,0.5,18,10
CommercialPosters,quantity_only,mean,0.45,18,10
CommercialPosters,arrangement_only,1,0.5,18,96
CommercialPosters,arrangement_only,2,0.0,18,96
CommercialPosters,arrangement_only,3,0.25,18,96
CommercialPosters,arrangement_only,4,0.75,18,96
CommercialPosters,arrangement_only,5,0.5,18,96
CommercialPosters,arrangement_only,mean,0.4,18,96
CommercialPosters,quantity_plus_arrangement,1,0.5,18,106
CommercialPosters,quantity_plus_arrangement,2,0.0,18,106
CommercialPosters,quantity_plus_arrangement,3,0.5,18,106
CommercialPosters,quantity_plus_arrangement,4,0.25,18,106
CommercialPosters,quantity_plus_arrangement,5,0.5,18,106
CommercialPosters,quantity_plus_arrangement,mean,0.35,18,106
InfographicCharts,quantity_only,1,0.5833333333333333,54,10
InfographicCharts,quantity_only,2,0.8333333333333333,54,10
InfographicCharts,quantity_only,3,0.8,54,10
InfographicCharts,quantity_only,4,0.9,54,10
InfographicCharts,quantity_only,5,1.0,54,10
InfographicCharts,quantity_only,mean,0.8233333333333335,54,10
InfographicCharts,arrangement_only,1,0.6666666666666667,54,96
InfographicCharts,arrangement_only,2,0.75,54,96
InfographicCharts,arrangement_only,3,0.6,54,96
InfographicCharts,arrangement_only,4,0.6,54,96
InfographicCharts,arrangement_only,5,0.9,54,96
InfographicCharts,arrangement_only,mean,0.7033333333333334,54,96
InfographicCharts,quantity_plus_arrangement,1,0.6666666666666667,54,106
InfographicCharts,quantity_plus_arrangement,2,0.8333333333333333,54,106
InfographicCharts,quantity_plus_arrangement,3,0.6,54,106
InfographicCharts,quantity_plus_arrangement,4,0.6,54,106
InfographicCharts,quantity_plus_arrangement,5,0.9,54,106
InfographicCharts,quantity_plus_arrangement,mean,0.72,54,106
Receipts,quantity_only,1,0.9285714285714286,64,10
Receipts,quantity_only,2,0.7857142857142857,64,10
Receipts,quantity_only,3,0.8333333333333334,64,10
Receipts,quantity_only,4,0.75,64,10
Receipts,quantity_only,5,0.75,64,10
Receipts,quantity_only,mean,0.8095238095238095,64,10
Receipts,arrangement_only,1,0.8571428571428572,64,96
Receipts,arrangement_only,2,0.8571428571428571,64,96
Receipts,arrangement_only,3,0.8333333333333333,64,96
Receipts,arrangement_only,4,1.0,64,96
Receipts,arrangement_only,5,0.9166666666666667,64,96
Receipts,arrangement_only,mean,0.8928571428571429,64,96
Receipts,quantity_plus_arrangement,1,0.9285714285714286,64,106
Receipts,quantity_plus_arrangement,2,0.9285714285714286,64,106
Receipts,quantity_plus_arrangement,3,1.0,64,106
Receipts,quantity_plus_arrangement,4,1.0,64,106
Receipts,quantity_plus_arrangement,5,0.9166666666666667,64,106
Receipts,quantity_plus_arrangement,mean,0.9547619047619047,64,106
Tables,quantity_only,1,0.8333333333333334,52,10
Tables,quantity_only,2,0.9,52,10
Tables,quantity_only,3,0.8,52,10
Tables,quantity_only,4,0.8,52,10
Tables,quantity_only,5,0.8,52,10
Tables,quantity_only,mean,0.8266666666666665,52,10
Tables,arrangement_only,1,0.6666666666666666,52,96
Tables,arrangement_only,2,0.5,52,96
Tables,arrangement_only,3,0.7,52,96
Tables,arrangement_only,4,0.7,52,96
Tables,arrangement_only,5,0.6,52,96
Tables,arrangement_only,mean,0.6333333333333333,52,96
Tables,quantity_plus_arrangement,1,0.8333333333333333,52,106
Tables,quantity_plus_arrangement,2,0.5,52,106
Tables,quantity_plus_arrangement,3,0.8,52,106
Tables,quantity_plus_arrangement,4,0.8,52,106
Tables,quantity_plus_arrangement,5,0.7,52,106
Tables,quantity_plus_arrangement,mean,0.7266666666666668,52,106
UIScreenshots,quantity_only,1,0.8333333333333333,30,10
UIScreenshots,quantity_only,2,0.6666666666666666,30,10
UIScreenshots,quantity_only,3,0.3333333333333333,30,10
UIScreenshots,quantity_only,4,0.5,30,10
UIScreenshots,quantity_only,5,0.8333333333333333,30,10
UIScreenshots,quantity_only,mean,0.6333333333333332,30,10
UIScreenshots,arrangement_only,1,1.0,30,96
UIScreenshots,arrangement_only,2,0.6666666666666666,30,96
UIScreenshots,arrangement_only,3,1.0,30,96
UIScreenshots,arrangement_only,4,0.6666666666666666,30,96
UIScreenshots,arrangement_only,5,0.8333333333333333,30,96
UIScreenshots,arrangement_only,mean,0.8333333333333333,30,96
UIScreenshots,quantity_plus_arrangement,1,1.0,30,106
UIScreenshots,quantity_plus_arrangement,2,0.8333333333333333,30,106
UIScreenshots,quantity_plus_arrangement,3,1.0,30,106
UIScreenshots,quantity_plus_arrangement,4,0.8333333333333333,30,106
UIScreenshots,quantity_plus_arrangement,5,1.0,30,106
UIScreenshots,quantity_plus_arrangement,mean,0.9333333333333332,30,106
